username,resource,req,bloodgroup,contact,cities,tweet
BloodDonorWorld,plasma,NEED,NA,['8428848422'],['Hyderabad'],"Sirisha
B-ve #plasma NEEDED
Sunshine Hospital, Hyderabad
8428848422
#BloodMatters #COVIDEmergency #verified @CovidPlasmaIn @BloodDonorWorld @hydblooddonors @BloodAid @BloodDonorsIn  @apblooddonors @WeAreHyderabad @Bloodpointorg  @HiHyderabad @OnePlus_IN @royalenfield"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"🚨🏥🏥🏥🚨
#OxygenBeds and #ICUBeds available HYDERABAD. 

Contact details +91-8519993543 Only taking patients at oxygen level of 85 or above.
Hyderabad

Verified on 4th may 

CovidResource CovidIndia HospitalBeds BedsAvailable COVID19

#Hyderabad

#COVIDEmergencyIndia"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8008553912'],['Hyderabad'],"🚨🏥🏥🏥🚨
Only #Oxygen beds Available at Vanastalipuram Area Hospital ( Govt). (Saturation above 90)
: 8008553912.

#hyderabad #oxygenBed #verified

verified 04-05-21
#COVIDEmergencyIndia #CovidIndia"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8500262785'],['Hyderabad'],"🚨🏥🏥🏥🚨
#BedsAvailable in
Shanmukha Hospitals 8500262785

Ventilator beds available
Oxygen beds also available

*Verified 4th May, 5:20 Pm*
#Hyderabad #COVIDEmergencyIndia #CovidIndia"
K9PoonamTrends,oxygen,AVAILABLE,NA,"['9885471177', '8520041688', '0402331409']",['Hyderabad'],"🚨🏥🏥🏥🚨
#BedsAvailable
German healthcare hosp - 2 ICU O2 beds - 9885471177
Lotus hosp - 4 ICU O2 beds - 8520041688
Niloufer hosp - 8 ICU beds - 04023314095

#verified @ 3.30pm 4 may 
#resource #oxygenbeds #hyderabad
#CovidIndia"
MeriJaanJasmin,oxygen,AVAILABLE,NA,['8096953645'],['Hyderabad'],"#Oxygen beds are available at LIFELINE MEDICURE HOSPITAL - #Alwal

1 Oxygen bed were available.

Contact -  8096953645

Verified on Tuesday 4th  2:38 P.M.

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
HelpersCovid,ICU Bed,NEED,NA,['8709002480'],['Hyderabad'],"2 vials of Remdesivir needed. Patient is critical and in ICU in Goodlife Hospital, Hyderabad
Please provide verified sources.
Patient's husband : Praneet
Phone no. 8709002480

#Remdesivir  #hyderabadcovid #hyderabadcovidhelp #remdesivirinjection"
ARPITIMSR,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"Kindly call on below👇 given number,I just spoke to her at 11.55pm 5/5..She was asking all patient details !!
#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) https://t.co/Iqv81pBNIS"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"Hello All, FYI Please....... Meher Hospital, Hyderabad at 8088917515. _(Last verified: 5 minutes)
 - 25 oxygen beds are available. kindly inform to your circle. Thank you.
@JanaSenaParty @PawanKalyan @SonuSood @tarak9999 @MusicThaman @KTRoffice"
Myself_vs_me,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"#COVID #verified  #Hyderabad #Oxygen
Contact: 9700238886
Service Available: Oxygen
City: Hyderabad
Oxygen cylinders; 40 Liters available; availability confirmed
Verified on:  4 May 08:54 pm

RT for reach"
Myself_vs_me,other,AVAILABLE,NA,['9100059777'],['Hyderabad'],"#COVID #verified  #Hyderabad #Beds
Contact: 9100059777
Service Available: Beds
City: Hyderabad
General beds available at Praja Sai Hospital Himayat Nagar
Verified on:  4 May 04:00 pm

RT for reach"
BhanuPr80915401,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"#Oxygen beds are available at  LEAF MULTISPECIALITY HOSPITAL #BORBANDA

 3 Oxygen beds were available.

Contact -  7013160090

Verified on Tuesday 4th  02:09

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
BhanuPr80915401,oxygen,AVAILABLE,NA,['9100134141'],['Hyderabad'],"#Oxygen beds are available at Dharani Multi Speciality Hospital #Mehdipanam

15 Regular &amp; 2 Oxygen beds were available.

Contact -  9100134141

Verified on Tuesday 4th  10:30

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
BhanuPr80915401,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 #Oxygenbeds and 2 #ICUBeds (without ventilator) are available at RR hospital. 

Location: Kompally, #Hyderabad 

Considering saturation before admission. 

Verified at 11:25 AM, 4th May. 

#CovidHelp #SOSHyderabad 
@RRRMovie @GeethaArts @SVC_official"
BhanuPr80915401,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"Oxygen Cylinders Available in Hyderabad 🙏🏻

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified at 03:40 PM ✔

#Covid19IndiaHelp  
#CovidHelpHyderabad"
DN98390534,oxygen,AVAILABLE,NA,[],['Hyderabad'],"10 oxygen/ICU beds Available NO Ventilator beds in #Telangana #Hyderabad.

Contact : +91 96665 55296

Self #Verified 04/05/2021 (10mins ago)"
nikspaliwal,plasma,NEED,NA,[],['Hyderabad'],"❗PLASMA NEEDED❗

NEED A B+ PLASMA IN HYDERABAD ASAP!
PLEASE SEND VERIFIED LEADS!!!! https://t.co/zuot80mY8a"
chirusainikudu,oxygen,AVAILABLE,NA,['9704799955'],['Hyderabad'],"#Hyderabad
Oxygen bed available at Suraksha Hospital
Contact:9704799955
#Verified."
swachhhyd,plasma,NEED,NA,['8978237533'],['Hyderabad'],"#PlasmaRequirement #Hyderabad
Need B+ plasma  
At -  Sunshine hospital,Gachibowli.
Patient https://t.co/YvJDNWIvcY Datta 
Contact 8978237533 (Priyanka)
Verified: May 5th - 11am
@hydblooddonors @HiHyderabad @CovidHyderabad @BloodDonorsIn #PlasmaRequirement #COVIDEmergency"
Here4Sushantz,plasma,NEED,NA,[],['Hyderabad'],"After having tried a few plasma portals we are still looking for B positive plasma for a patient in Apollo Hospital, Hyderabad. Any verified leads will be of great help. Please DM either Sugandh ke me. TIA!! #PlasmaRequirement #hyderabadcovid #CovidHelpHyderabad https://t.co/UUyx455qXy"
rzk_ali,oxygen,AVAILABLE,NA,[],['Hyderabad'],"#OxygenRefilling available in #Hyderabad

Oxygen refilling is available at Miyapur side, Hyderabad.
Contact: +91 80196 08670

Verified by: @kparveen2005"
fatguymessi,ICU Bed,AVAILABLE,NA,"['9866000021', '9908130332']",['Hyderabad'],"@Sudheer85841964 @SureshProdns @VK84015570 @charan_tweetz @HiHyderabad @Hyderabad_Human @AkshayKtrs @girlbossmuch @maheshcafe ORANGE HOSPITAL
Available ICU/Venti Beds - 2
*Contact: 9866000021
  Verified on May 5,10:15 AM

BRINDA HOSPTILS , KHAMMAM
Available ICU/Venti Beds - 1
*Contact: 9908130332
  Verified on May 5, 11 Aam

Hope this helps"
senegebalaji,ICU Bed,AVAILABLE,NA,"['9866000021', '9908130332']",['Hyderabad'],"@therealishfaq95 @charan_tweetz @VK84015570 @HiHyderabad @Hyderabad_Human @AkshayKtrs @girlbossmuch @maheshcafe ORANGE HOSPITAL
Available ICU/Venti Beds - 2
*Contact: 9866000021
  Verified on May 5,10:15 AM

BRINDA HOSPTILS , KHAMMAM
Available ICU/Venti Beds - 1
*Contact: 9908130332
  Verified on May 5, 11 Aam

ANKURA HOSPITAL
Available ICU/ Venti Beds - 7
Verified on May 5, 7 AM"
salimisaf,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"#Hyderabad 
#Oxygen available at RTC cross roads,Hyderabad.
Contact:9700238886
#Verified"
AnkitaAcharyaa,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"#Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021 #CovidHelp #COVIDEmergency #Covid19IndiaHelp  #CovidResources #CovidSOS #Plasmahyderabad #Plasma4Covid #PlasmaDonor"
BeHuman00x,plasma,UNKNOWN,NA,[],['Hyderabad'],"VERIFIED SOURCES OF PLASMA FOR COVID PATIENTS IN HYDERABAD.
It is being very difficult to have access to the plasma without any cost.
But if the patients can afford it, then here are few of the options"
patnana_venkat,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"#OxygenBeds  Available (20Beds) at Meher Hospital, Medchal, #Hyderabad 

Saturation level should be 85 or above
Contact : 8088917515 (Srikanth)

Ventilators will ve available after 3 Days .

Verified: 10:15am

#COVIDEmergency #Covid19IndiaHelp"
NishaBhardwaj16,oxygen,AVAILABLE,NA,['6304828547'],['Hyderabad'],"#Oxygenbeds available here in Hyderabad 
Contact : 6304828547
#Verified by my team at 4:20pm, 4th may.
#Oxygen #COVIDSecondWave #CovidHelpHyderabad
#hyderabadcovidhelp
#OxygenCrisis"
SornaJaman,ICU Bed,AVAILABLE,NA,['9885471177'],['Hyderabad'],"2 ICU Beds available at Gaman Hospital, Hyderabad 🏥

Patient's to take the covid report and Aadhar card before admitting.

Contact : 9885471177 ☎

Perosnally verified at 03:22 PM 👍🏻

#COVID19India 
#Hyderabad 
#Covid19IndiaHelp"
CVDResourcesBot,oxygen,AVAILABLE,NA,['9700238886'],['Hyderabad'],"@Rubiography2 @SravanthiKasar5 @charan_tweetz @Sudheer85841964 @AkshayKtrs @Khaleeqrahman Hyderabad People, Oxygen Cylinders Available 🙏🏻‼️‼️‼️

Contact Pramod : 9700238886 ☎

He got new stock of oxygen cylinders at RTC X Roads, Hyderabad 

Verified personally at 03:40 PM ✔

#Covid19IndiaHelp 
#COVID19India 
#Hyderabad 
#COVID19India
Please call immediately ‼️‼️‼️"
im_rahulkaushal,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"@ 05/05/21, 10:10 AM
Only #OxygenBeds (No ventilators) Available
Phone: 8374325678
Location: Legend hospital Vanasthalipuram, 
#hyderabadcovidhelp #Hyderabad 
#verified"
Prathyou,oxygen,AVAILABLE,NA,['9177972837'],['Hyderabad'],"#Hyderabad
4 ICU,10 #Oxygenbeds available at Aditya Hospital,Up pal,Hyderabad.
Contact:9177972837
#Verified"
sohmxm,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Oxygen Cylinders in Hyderabad 
Resources are verified but they are limited and might get exhausted 
#OxygenCylinders #OxygenEmergency #CovidHelp #CovidIndia #CoronaResources #StopTheSpread 
RT bro https://t.co/kyYa8eMUan"
iamuditmitra,ICU Bed,AVAILABLE,NA,['9177972837'],['Hyderabad'],"#SOSHyderabad 

ICU bed with ventilator available in Adithya Hospital in Hyderabad 

Verified today 4th May at 5PM IST.

Location: Uppal
Mob: 9177972837

#covidresources #ICUBeds"
agrawal_akshayy,plasma,AVAILABLE,NA,['0402380225'],['Hyderabad'],"@taapsee #Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255) Verified at 9:27pm, 3rd May'2021"
vijendrag001,plasma,NEED,NA,['9866520792'],['Hyderabad'],"*Very very emergency *
*Require COVId recovered O+ve Plasma*

Patient Name : Mrs. Annapurna 
Age : 36
*Blood Group : O+ve*
Hospital : Medicover, Hi-tech City, Madhapur, Hyderabad 
Contact : chandra shekar
Contact No.: 9866520792

*Verified  by me, may 4th 11:30am*"
,,,,,,
vijendrag001,plasma,UNKNOWN,NA,[],['Hyderabad'],Verified plasma leads in #jublieehills #Hyderabad ?
SidnaazLasting,ICU Bed,AVAILABLE,NA,['9177972837'],['Hyderabad'],"#SOSHyderabad 

ICU bed available in Prasad Hospital in Hyderabad 

Verified today 4th May at 4.20PM IST.

Location: Kukatpally
Mob: 9177972837

#covidresources #ICUBeds"
elitecynic,other,UNKNOWN,NA,[],[],"@Dundi21_ @Puneite_ Try this. Better search

https://t.co/CQmoUNyCtN"
elitecynic,other,UNKNOWN,NA,[],[],"@Dundi21_ @Puneite_ https://t.co/xhpOlQVvVn

Sort by latest"
shivam15517721,oxygen,AVAILABLE,NA,['8790562200'],['Hyderabad'],"#Oxygen beds available at Life Care Hospital, Warangal Rural.

Around 12 Oxygen beds were available.

Contact - 8790562200

Verified on May 3rd 05:00

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelp"
Hyderabadbot,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Bangalore', 'Delhi']","#Verified check this.. Amplify

Rather than calling any fake number , keep eye on this sites for #OxygenConcentrators at any location in India.

1) https://t.co/CkEhv2p90v (@1mgOfficial )

#OxygenEmergency #Oxygen #OxygenCrisis #homeicu #Delhi #haryana #Bangalore #Hyderabad #NCR"
laid_baack,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"#Verified #Plasma #Hyderabad 
Plasma exchange is available
Location: Hyderabad
Contact: Deccan Blood Bank (9676230586)
Verified at 9:32pm, 3rd May'2021
#CovidHelp #COVIDEmergency #Covid19IndiaHelp #CovidResources #CovidSOS #CovidIndia #Plasmahyderabad #Plasma4Covid #PlasmaDonor"
CVDResourcesBot,oxygen,AVAILABLE,NA,['9160668686'],['Hyderabad'],"#Oxygen beds are available at PADMAVATHI MEDICAL CENTRE, #Hyderabad 

8 Regular beds were available.

Contact -  9160668686

Verified on Tuesday 4th  04:15 P.M.
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
CVDResourcesBot,ICU Bed,AVAILABLE,NA,['9000265699'],['Hyderabad'],"#Beds available at Abhaya multi speciality hospital , Prakasham bazar,nalgonda.

2 ICU bed's &amp; more than 15 normal bed's

Contact-9000265699

Verified on May 4th 6:00 P.M.

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
Hyderabadbot,oxygen,AVAILABLE,NA,['8309943109'],['Hyderabad'],"Oxygen beds available in arke hospital Kompally beside psr convention

OXYGENBEDS in Hyderabad.

Contact -8309943109

Verified at 7:05 PM , 4th May. 
Telangana 
#CovidHelpHyderabad
#Hyderabad https://t.co/3QWEfVqZYC"
FLine_warrior,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"@vivekkuchibotla 5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 ☎

Verified  at 10:30 AM, 3rd May"
nare700,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"Available 418 #oxygenbeds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY 9494902900 #Gachibowli, #Hyderabad Verified: 10:01pm 03 May 2021  #Verified  #HyderabadSOS
Right pointing backhand indexPlease verify once again by yourself."
CVDResourcesBot,oxygen,AVAILABLE,NA,['9000245391'],['Hyderabad'],"AVAILABLE - #OxygenBeds in #Hyderabad. #Telangana #COVIDEmergency 

11 oxygen beds available in Maha hospitals Jubilee Hills. 

Contact: Mr. Ravi - 9000245391. 

Verified at 5:28 PM today."
nare700,ICU Bed,AVAILABLE,NA,['7036696332'],['Hyderabad'],"Available - One #ICU bed at Avasa hospitals, #Manikonda, #Hyderabad. 

Contact: 7036696332

Verified at 12:30 PM. https://t.co/ly392th41j"
Hyderabadbot,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"8374325678 #Oxygen beds available in #Hyderabad.
#ICU beds not available as of now
#Verified at 4:27 p.m. 04/05

DM @Rakesh1752 for more help

Only contact details are verified

#HospitalBeds #CovidHelp #ICUBeds #Beds #APFightsCorona #CovidResources #BedsAvailable"
8hMahe8h,oxygen,AVAILABLE,NA,['917893850658'],['Hyderabad'],"Safe Hospital, Attapur Hyderabad
+917893850658

Oxygen and ICU beds available

Verified 4th May, 7:20pm (forwarded lead)

#Hyderabad #BedsAvailable #Oxygen #CovidSOS #Verified"
cinema_maneci,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Friends if you know of any verified leads for oxygen suppliers in Hyderabad please share the contact numbers. ONLY verify leads leads. Thank you 🙏🏻 
#OxygenCylinders #CovidHelpHyderabad"
bokkisamkishore,other,UNKNOWN,NA,['9502344633'],['Hyderabad'],"@Raviraj48249975 @SonuSood VENTILATOR BED #Hyderabad 

Contact : 9502344633
He will try to provide ventilator bed

Details to provide : 
Name of Patient, 
spO2 level and location.

Verified as of 1:57 AM, 04/05/2021"
MBeemisetty,plasma,AVAILABLE,NA,['9177991692'],['Hyderabad'],"Verified✅

Help in #Plasma/#BloodDonars available. Done as many as 90+ donations in #Hyderabad! 

Contact: 
Riyaz Rahmathpura -(9177991692)
Verified at 8:44PM, 04/05/21.

@RRRMovie @MythriOfficial @SureshProdns @taapsee 
#COVIDEmergencyIndia #Covid19IndiaHelp #BloodMatters"
shivani27070188,oxygen,NEED,NA,[],['Hyderabad'],"Tip for finding leads: 
In search box type requirement (eg:oxygen,bed,ventilator or plasma) then type the city or area u r looking in ( eg: Hyderabad ) to be sure type verified. search 
You'll find all leads with keywords u've put
Instead of waiting for leads,search
#CovidHelp"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"#VERIFIED✅: Last Verified @ 04/05/21, 08:45 AM
#OxygenBeds  and #ICUBeds available #HYDERABAD.

Contact details +91-8519993543
Only taking patients at oxygen level of 85 or above."
pluviophilex__,other,UNKNOWN,NA,['9502344633'],['Hyderabad'],"VENTILATOR BED #Hyderabad 

Contact : 9502344633
He will try to provide ventilator bed

Details to provide : 
Name of Patient, 
spO2 level and location.

Verified as of 1:57 AM, 04/05/2021"
KAPILIANPoonamK,oxygen,AVAILABLE,NA,[],['Hyderabad'],"🚨#hyderabad🚨
AN beach hospital 
Oxygen beds available

Aditya multicare
Oxygen &amp; General beds available

Sri Venkateswara hospital
Oxygen &amp; General beds available

GVP madhurwada-
General beds available
#Verified 4th May
#COVIDEmergency2021
#CovidHelp"
,,,,,,
_WaseemAkram_,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Pramod oxygen suppliers has availability of oxygen cylinders. 
+91 97002 38886
Any one who is in urgent requirement can contact him. Along with all patient details.
Verified at 7:11 PM, April 29
#SOSSIO #Hyderabad"
shuddh_gareeb_0,plasma,NEED,NA,['9491254120'],['Hyderabad'],"Date: 04.05.2021         Hyderabad
Urgently required 🅾️➕ve Plasma donor. 
No. Of units: 1
Patient Name :- G. Radha
Age: 65y
Problem: COVID Positive
Hospital:  KIMS hosp, Kondapur
Contact: 9491254120

Donors plz help💐💐💐🙏🏻

Verified by
Team *Callforblood Foundation*"
__Peeyush,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen refilling is available . Miyapur side (Hyderabad) . #Verified 
+91 80196 08670

#CovidHelp #Hyderdabad #CoronaSecondWave #CoronaFrontliner #CoronaWarriors #CovidSOS"
BasavarajuAvula,ICU Bed,AVAILABLE,NA,['9177972837'],['Hyderabad'],"@RameshVaitla @charan_tweetz @beds_covid @HiHyderabad #SOSHyderabad 

Try this andi

ICU bed with ventilator available in Adithya Hospital in Hyderabad 

Verified today 4th May at 5PM IST.

Location: Uppal
Mob: 9177972837

#covidresources #ICUBeds"
DRishi98,other,AVAILABLE,NA,"['500020\n9100', '500013 \n9160']",['Hyderabad'],"Verified at 4.00 pm May 4 

General beds available at Praja Sai Hospital Himayat Nagar Hyderabad 500020
9100059777

General beds available at Padmavathi Medical Centre Amberpet Hyderabad 500013 
9160668686"
,,,,,,
banaidu1234,oxygen,AVAILABLE,NA,['9642733122'],['Hyderabad'],"AVAILABLE - #Oxygen Refilling [Only Jumbo cylinders]

Contact  : 9642733122, Asif Nagar, Hyderabad

VERIFIED at 9:20 pm, May 1st 
#OxygenShortage #CovidHelpHyderabad"
banaidu1234,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are available in Vennela hospital, old bowenpally, #HYDERABAD 

Availability: 10 #ICUBeds without ventilator support. 

Contact: 7799618222

Verified at 5:07PM , 3rd May. 

#Telangana
#SOSHyderabad
#CovidHelpHyderabad"
VikasMo30460425,plasma,AVAILABLE,NA,['9676230586'],['Hyderabad'],"@vinay_narlagiri @RRRMovie @SureshProdns @MythriOfficial @GeethaArts check here
Plasma in exchange is available.
Deccan Blood Bank.
Contact:9676230586
City: #Hyderabad.
Verified at 9.32pm,3rd May."
CVDResourcesBot,ICU Bed,AVAILABLE,NA,[],['Hyderabad'],"Available - #ICUBeds in #Hyderabad. 
(Without Ventilator Support) 

Verified at 5:14 PM today. 

#Covid19IndiaHelp #COVIDEmergencyIndia https://t.co/V7DQvwT47J"
CVDResourcesBot,oxygen,AVAILABLE,NA,['9177972837'],['Hyderabad'],"@Mallik_Y1988 @CoreenaSuares2 @charan_tweetz @Paul_Oommen @DonitaJose Rabiya Nooreen:
Aditya Hospital, Uppal, Hyderabad.
4 ICU and 10 Oxygen beds available
Contact no - 9177972837

*Verified 4th May, 4:40 Pm*"
SatuVignesh2903,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","@anirban_as Hyderabad, Chennai, Mumbai, Delhi, Banglore, kolkata
Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city)
Last Verified @ 03/05/21, 9:57 AM"
VIRATIA_Ntr,oxygen,AVAILABLE,NA,['8142292229'],['Hyderabad'],"#Beds are available at CHC hospital  #Nakrekhal

2 oxygen bed's &amp; 6 Normal bed's

Contact - 8142292229

Verified at 4th May 6:05 P.M.

#covidhelp #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
OfficeOfSaheb,oxygen,AVAILABLE,NA,['7303373374'],['Hyderabad'],"Oxygen available Hyderabad

Name: SIO Covid Task Force
Contact : 7303373374
They provide oxygen refilling and cylinder services to patients having valid prescription and reports

Verified by team @CovidHyderabad : 03/05/2021 09:37 PM

Please reach out before they run out of stock"
Ayudh_Hyderabad,plasma,NEED,NA,[],['Hyderabad'],"#SOSHyderabad Urgent need - COVID recovered plasma -Shri Sigma, Madhapur

Patient: Karuna Sagar Thiruvaipati
Blood group: A+
Contact: Prashanth Thiruvaipati 
Contact#: +91 98200 33983

Verified: 3rd May 2021, 8:20 pm

@BloodDonorsIn @TeamSOSIndia @CovidPlasmaIn @ELister_social"
SivaSwarna3,oxygen,AVAILABLE,NA,[],['Hyderabad'],"oxygen cylinders/ concentrator 
Hyderabad 
Verified just now, they have availability
Contact asap!! 
97002 38886 @hydcovid19 @VkMB07"
Ayudh_Hyderabad,ICU Bed,AVAILABLE,NA,['7816080892'],['Hyderabad'],"#ICU bed available at VCare hospital. 

Contact : 7816080892

Verified at 10:25 PM. 

#Hyderabad #Telangana  #SOSHyderabad 
@RRRMovie"
HarshaV332353,other,AVAILABLE,NA,[],['Hyderabad'],"Hospitals in hyd with available beds, all verified today. Find more details at https://t.co/yiuOlRHsQ7

@HiHyderabad @swachhhyd @WeAreHyderabad @ChaiBisket @CovidHyderabad https://t.co/cTBjOXejml"
Ayudh_Hyderabad,ICU Bed,NEED,NA,[],['Bangalore'],"#SOSBangalore
(Area: Nagasandra)

Urgent need for: ICU BED

Patient Name: Arun Nicodemus 
Attendant name &amp; Contact number: 
Christie Nicodemus  
93414 07794
+91 88925 04664

SPO2 level: 60
Please respond with verified information
#indiafightscovid 
#WeShallOvercome"
Ayudh_Hyderabad,oxygen,NEED,NA,['9880042260'],['Bangalore'],"#sosbangalore 
Urgent need for ICU bed and Ventilator

Patient Name: Lakshman Rao
Age: 84
Area: MS Palya
SPO2: 70 (without oxygen support) On oxygen cylinder
Attendant contact: 9880042260

Please respond with verified information

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,plasma,NEED,['AB+'],"['9532504030', '9451940064']",[],"#SOSLucknow 

Urgent need of AB+ Plasma  
Name - Ram Kishore Srivastava
Age - 45
Hospital - Sahara Hospital, Lucknow
Contact:9532504030
/9451940064 (Mrs. Deepshikha)
Pls respond with verified information 
 
#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,plasma,NEED,NA,['6591847132'],[],"#sosnoida
Urgent need of BiPAP/CPAP device and B+ve Plasma 

Patient: Prem Latha Sharma
Hospital: Shri Ram Singh Multispeciality hospital,Noida

Contact:
Vishal +6591847132 (Whatsapp call/message)
Pls respond with verified information 

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,plasma,NEED,NA,['9555407494'],[],"#SoSLucknow
Require b+ plasma
Name: Shefali vaish
Age: 27years
Contact: 9555407494
Place: Lucknow
Pls respond with verified information 
#IndiaFightsCorona 
#WeShallOvercome"
Ayudh_Hyderabad,other,NEED,NA,"['9540002142', '9868368603']",['Delhi'],"#sosdelhincr urgent need for ventilator

Patient name: Anjana Chandra

Gave birth to a baby yesterday and lost husband 3days ago

SpO2:60

Location: Safdarjung hospital

Contact: 9540002142 / 9868368603

Please reply with verified information

#indiafightscrona
#weshallovercome"
Ayudh_Hyderabad,plasma,NEED,NA,['8541937430'],['Bangalore'],"#SoSBangalore
Require O+ plasma
Name: Sheshadri R
Age: 52years
Attendants name : pranit kumar
Contact: 8541937430
Place: Bangalore
Pls respond with verified information 
#IndiaFightsCorona 
#WeShallOvercome"
Ayudh_Hyderabad,oxygen,NEED,NA,"['65 9184 7132', '9811769682']",[],"#SOSNoida

Need Oxygen concentrator or oxygen cylinder
Name of Patient :Prem Latha Sharma
Age: 62
Multispeciality Hospital Noida
Contact person &amp; number : Vishal(son) ,+65 9184 7132(whatsapp call/text),9811769682
Please respond with verified information 
#IndiaFightsCorona"
Ayudh_Hyderabad,other,NEED,NA,"['9779889097', '7703817391']",[],"#Sospunjab
Oxyggen Bed, Niv machine and remdisivir required 
Patient's Name: Sangita Kalia
Age: 52
Sex: F
SpO2: 84-89
CT -15/25
Covid Status: Positive
Address: M2 Sadashiv enclave , baltana , zirakpur 
Contact : 9779889097, 7703817391

Pls respond with verified information"
Ayudh_Hyderabad,oxygen,NEED,NA,['9765203524'],[],"#sospune
Patient name :  Sumeet Sadanand Raman

Requirement : 6-9 litre oxygen 

Attendant name/contact : Preethi Ravindran (Wife)/ 9765203524 

Hospital name: Jupiter Hospital

SpO2: 90
Please respond with verified information

#indiafightscorona
#weshallovercome"
Ayudh_Hyderabad,oxygen,NEED,NA,['8886144118'],[],"#SOSjaipur

Patient Name: Annapurna Sinha
Age: 68 yrs
Contact person: Nitin Raj
Relation: Mother in Law
Contact no: 8886144118
Location: Jaipur
Requirement: Oxygen cylinder for home

Please respond with verified information

#IndiaFightsCorona
#WeShallOvercome"
Ayudh_Hyderabad,ICU Bed,NEED,NA,[],[],"#SOSNoida 

Requirement of an ICU bed in greater noida . 

Contact - 99100 66612
 [Abhishek]

Please respond with verified information 

#IndiaFightsCorona

#WeShallOvercome"
Ayudh_Hyderabad,oxygen,NEED,NA,['9582558183'],[],"#SOSjaipur
Oxygen Cylinder/Concentrator,ICU Bed/ Ventilator &amp;Doctor consultation required
Name: pushpa grover, 61
Co-Morbidities:Diabetes above 400
SPO2 Levels: 83
Contact:9582558183- piyush Grover
Please respond with verified information 
#IndiaFightsCorona
#WeShallOvercome"
