username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
HemantS30,2021-05-06 06:02:20,oxygen,AVAILABLE,NA,"['9448533925', '9448185671']",['Bangalore'],"@TarakFanatic Bangalore #Verified #Beds with #Oxygen are available in
1. Sapthagiri #hospital
2. East point hospital (9448533925) 3. Sri lakshmi multi speciality hospital Chandana layout 080 - 23588311 #ICU BEDS are available in: Akash Hospital (9448185671) #Bangalore"
HemantS30,2021-05-06 06:02:18,oxygen,UNKNOWN,NA,[],['Bangalore'],"#Verified 
Ambulance with Oxygen Facility in Bangalore. 

Verified: Less than an hour ago
 #bangalorecovid #bangalore #Oxygen https://t.co/DmDnb96MJY"
HemantS30,2021-05-06 06:02:13,oxygen,NEED,NA,[],['Bangalore'],"#Oxygen Cylinder and Refill in #Bangalore
8k for 20ltrs of Oxygen. If you want a new cylinder, it is a 20K deposit. 

+91 99728 52127 - Imran

#verified by team at 10:13 pm,  5May"
HemantS30,2021-05-06 06:02:04,oxygen,AVAILABLE,NA,['8494922600'],['Bangalore'],"Oxygen cylinders available in #Bangalore

Contact- 8494922600 (whatsapp)

#Verified #bangalorecovid
#CovidResources #CovidEmergencyIndia"
Iampillodu,2021-05-06 05:52:44,oxygen,UNKNOWN,NA,['8951755722'],['Bangalore'],"#Bangalore

#Remdesivir and #Oxygen supply (only 4 hospitals)

Call 8951755722 (Govt call centre)

Verified at 11.20am 6th May

#Verified4India #COVID19"
,,,,,,,
Ibaadu,2021-05-06 05:49:00,ICU Bed,NEED,NA,[],['Bangalore'],Need help to find an ICU bed. Any verified leads appreciated. Please amplify the message. #Bangalore https://t.co/zh7DtGJr4M
,,,,,,,
FLine_warrior,2021-05-06 05:37:05,other,UNKNOWN,NA,[],['Bangalore'],"Ventilator in Bangalore at Mission Hospital.

Verified at 5pm, 5th May.

#bangalore #corona #covid #ventilator"
findthecolors,2021-05-06 05:36:09,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@Bhavani__Balaji You can check here if people are posting about availability of icu in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/2sfjLMr5Dl"
resource_botIN,2021-05-06 05:25:21,oxygen,UNKNOWN,NA,[],['Bangalore'],"@sumit2490dixit I’ve just confirmed this 

Verified just now
+91 81233 14373
Oxygen concentrators in Bangalore. 
95k 8th May delivery
75k tomo delivery after 5pm
#COVID19 #COVIDEmergencyIndia #covid19india #bangalore #oxygen 
@covidres_in"
Covid19Help10,2021-05-06 05:17:59,oxygen,UNKNOWN,NA,[],['Bangalore'],"@vivekjain43 @PorteaMedical @ganeshk03 I’ve just confirmed this.
Verified just now
+91 81233 14373
Oxygen concentrators in Bangalore. 
95k 8th May delivery
75k tomo delivery after 5pm
#COVID19 #COVIDEmergencyIndia #covid19india #bangalore #oxygen 
@covidres_in"
Akshatc14_,2021-05-06 05:12:43,oxygen,AVAILABLE,NA,['8095760114'],['Bangalore'],"Oxygen supplies available in Bangalore.
Phone number: 8095760114.
Verified at 7:38 p.m. May 5th. Please retweet to amplify this."
findthecolors,2021-05-06 04:56:18,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@AppaiahGeetha People might be posting here about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/R91JTKPYH0"
CVDResourcesBot,2021-05-06 04:55:57,oxygen,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"@Raghu_Dixit Bangalore
Isolation Center RM Nagar
Items available
•Hospital Bed
•Oxygen Beds
•Verified Yes
Contact 9036635000, 9036905000
Last updated May 5, 2021, 3:05 p.m."
findthecolors,2021-05-06 04:53:17,other,AVAILABLE,NA,[],['Bangalore'],"@GaneshI79281543 Some good people are posting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/P53e0rUfrr"
findthecolors,2021-05-06 04:28:29,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@vntkhandelwal Look at other people tweeting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/LJJWrdsWoJ"
adityaram88,2021-05-06 04:12:29,oxygen,NEED,NA,[],['Bangalore'],"VERIFIED 5/5/21 at 8:44 PM

Oxygen Cylinder and Refill in Bangalore
8k for 20ltrs of Oxygen. If you want a new cylinder, it is a 20K deposit. 

+91 99728 52127 - Imran

#Oxygen #Cylinder #Refill #Bangalore"
findthecolors,2021-05-06 04:12:04,oxygen,AVAILABLE,NA,[],['Bangalore'],"@sharmila_RD People might be posting here about availability of bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/dmoK7aHklO"
nehaspoony,2021-05-06 04:06:01,oxygen,AVAILABLE,NA,[],['Bangalore'],Kindly help for oxygen cylinder suppliers and oxygen bed availability in Bangalore.ONLY VERIFIED CONTACTS PLEASE AS MOST OF THE FORWARDS IN SOCIAL MEDIA DONT WORK.
findthecolors,2021-05-06 04:00:52,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@RealAnujRajput You can check here if people are posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/B29jixOAxS"
findthecolors,2021-05-06 04:00:01,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@RealAnujRajput Look at other people tweeting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/e5Ne23nbJY"
rayappan_army,2021-05-06 03:37:15,ICU Bed,NEED,NA,[],['Bangalore'],#Bangalore ICU beds required. Latest verified leads only https://t.co/tXUoMWGhSV
findthecolors,2021-05-06 03:33:48,other,AVAILABLE,NA,[],['Bangalore'],"@priyashmita Look at other people tweeting about availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/LKgN0doA5h"
findthecolors,2021-05-06 03:32:11,other,AVAILABLE,NA,[],['Bangalore'],"@YB_Sachin You can check here if people are posting about availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/nvUE4oSTCh"
sharelaugh,2021-05-06 03:30:45,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@urvashikhona Some good people are posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/fy2fbcHzaR"
KuttyVaradhu,2021-05-06 03:26:14,oxygen,UNKNOWN,NA,[],['Bangalore'],"OXYGEN BEDS/ICU BEDS BANGALORE LATEST VERIFIED LEADS PLEASE? 

RT &amp; AMPLIFY"
findthecolors,2021-05-06 03:24:10,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@vikki_bhagat People might be posting here about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/pjFlLnzJkw"
saipathudut,2021-05-06 03:07:04,plasma,NEED,['A +'],['9742382779'],['Bangalore'],"URGENT!!

Required A +ve plasma. 
Location -Bangalore 
Contact 9742382779
Verified.

Any lead highly appreciated. 
Please share among your network. 

Thank you.

@BloodDonorsIn @24helloblood @BloodAid @BloodDonorToday @Bloodhelpline @Indianbloodhelp @KiranKS @girishalva"
Sidr_is_love,2021-05-06 02:54:01,oxygen,UNKNOWN,NA,"['8951755722', '9686198986', '9892356727', '9844276111', '8861572742']",['Bangalore'],"OXYGEN Vendors for #Bangalore All are Verified today. 
1. Drug Controller Helpline 24x7
8951755722
2. Ganesh
9686198986
3. Manoj
9892356727
4. Ramesh
9844276111
5. Srikanth V
8861572742
#COVIDBangalore #COVID_19 #COVIDHELP #OxygenBangalore #ICUBanaglore #COVIDINDIA #COVIDHELPDESK"
CVDResourcesBot,2021-05-06 02:48:30,oxygen,AVAILABLE,NA,['918951755722'],['Bangalore'],"Drug Control Dept. 
#karnataka #bangalore #belgum #mangalore

+918951755722

Remdesivir and oxygen available all over Karnataka.

Verified by Aa 12:45am

#IndiaFightsCorona
#Covid19IndiaHelp https://t.co/qFyVThcEQo"
PAWANSANJAY009,2021-05-06 02:31:04,oxygen,UNKNOWN,NA,['9845543677'],['Bangalore'],"Verified oxygen vendor - 9845543677, Sadanand, Bangalore (Peenya area) (verified at 7:30 am today)"
findthecolors,2021-05-06 02:16:20,other,AVAILABLE,NA,[],['Bangalore'],"@urvashikhona There are people who are making calls and checking for availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/HPPDk9lAfg"
FLine_warrior,2021-05-06 02:02:55,oxygen,AVAILABLE,NA,['9845663346'],['Bangalore'],"#bengaluru 

9845663346 #Oxygen kit available in Bangalore/Bengaluru
Pls refer ss for details

Pls exercise due diligence.
Only POC #verified

Pay at your own risk

DM @Rakesh1752 for more help

#Bengaluru #CovidHelpOnline #Covid19IndiaHelp #CovidResources #IndiaFightsCorona https://t.co/KGYwuDSfxV"
FLine_warrior,2021-05-06 02:02:46,oxygen,AVAILABLE,NA,['6360813844'],['Bangalore'],"RETWEET

Oxygen Refilling Available
6360813844 - #Bangalore Peenya ✅ (Verified by me on 04/05/2021) at 06:45 PM 
No cylinders
#CovidResources #OxygenRefill #OxygenSupply #FightAgainstCOVID19 @RRRMovie @NTRFanTrends @NTR_Charities @worldNTRfans"
NIKHIL47533498,2021-05-06 01:57:09,ICU Bed,NEED,NA,[],['Bangalore'],"#SOSBangalore #SOSIYC
Urgent need of ICU Bed in Bangalore for 47 year old patient

Pls help with verified leads.

Patient/caregiver details below

@DunzoIt @COVID19HelpIN @peakbengaluru @WestBlockBlues @srivatsayb @Tejasvi_Surya @RakshaRamaiah @WasimJaffer14 @prajwalmanipal https://t.co/pyfVokSvNI"
I_MFREEMAN,2021-05-06 01:29:39,other,NEED,NA,[],['Bangalore'],"We asked the attendent "" If the patient should see the light of the dawn, she would need a ventilator now"" she said. This is very urgent. Please share verified leads, bangalore. https://t.co/kXcwUPhFtw"
narasimhajsm,2021-05-06 01:16:02,ICU Bed,UNKNOWN,NA,[],['Bangalore'],"Any leads for ICU bed with Ventilator in Bangalore ?? ( SPO2 :- 63% )

Please share verified leads it's urgent.🙏 Amplify."
Jacksparrow7700,2021-05-06 00:53:50,oxygen,AVAILABLE,NA,"['9686198986', '8951755722', '8660856709']",['Bangalore'],"*Bangalore verified*
At 6:58pm 28th April

Oxygen cylinders available

Siga Gases
080-22414271

Peenya Industrial Gases
9686198986

State helpline 
8951755722

Mercy Oxygen Centre
8660856709"
findthecolors,2021-05-05 22:01:17,other,AVAILABLE,NA,[],['Bangalore'],"@nilormi_das There are people who are making calls and checking for availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/PM9N79EvGO"
findthecolors,2021-05-05 21:11:12,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@MotwaniSuhas Some good people are posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/zS2KTwJsvu"
Aarti_07021984,2021-05-05 21:04:47,oxygen,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"@thecaffeinehoe Bangalore
Isolation Center RM Nagar
Items available
•Hospital Bed
•Oxygen Beds
•Verified Yes
Contact 9036635000, 9036905000
Last updated May 5, 2021, 3:05 p.m."
findthecolors,2021-05-05 21:04:04,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@abhisheksekhri9 People might be posting here about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/X9VwiTvZhi"
Covid19Help10,2021-05-05 20:32:11,ICU Bed,UNKNOWN,NA,[],['Bangalore'],"If anyone is personally aware of ANY ICU with Ventilator discharges (verified only) that happen in #Bangalore PLEASE DM me your number I'll call you immediately. 
PLS RT TO AMPLIFY ❗❗ THIS IS VERY URGENT ❗❗ 
#BangaloreSOS"
bhaarathvaasi,2021-05-05 20:25:59,oxygen,AVAILABLE,NA,"['8351945861', '8328938761', '9845663346']",['Bangalore'],"VERIFIED SOURCE

Message: &lt;#835194586183761920&gt; &lt;#832893876159119360&gt; 

9845663346 Oxygen kit available in Bangalore/Bengaluru
Pls refer ss for details

Screenshot: https://t.co/0VUP0fYkoe

Posted at: 05-05-21 11:14 PM

#Verified"
findthecolors,2021-05-05 20:17:52,other,AVAILABLE,NA,[],['Bangalore'],"@DrKNarayanan You can check here if people are posting about availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/zLBIHKgerm"
findthecolors,2021-05-05 20:12:11,other,AVAILABLE,NA,[],['Bangalore'],"@Ujjvalm72839757 People might be posting here about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/ToIgvt0TsL"
findthecolors,2021-05-05 20:08:19,other,AVAILABLE,NA,[],['Bangalore'],"@Ujjvalm72839757 Please look here for people posting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/6V3Q2BLFO4"
findthecolors,2021-05-05 20:07:41,other,AVAILABLE,NA,[],['Bangalore'],"@Ujjvalm72839757 Look at other people tweeting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/DxzI1VEcfu"
findthecolors,2021-05-05 20:02:32,oxygen,AVAILABLE,NA,[],['Bangalore'],"@HelpdeskMh13 Look at other people tweeting about availability of bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/FdYzvjeDCN"
MukhtarX5,2021-05-05 19:32:02,ICU Bed,NEED,NA,['9731574622'],['Bangalore'],"#SOSBangalore
Urgent need for :  ICU bed

Patient - Rama Parvatikar
Age 64
Female
SpO2 level - 70
Contact no: 9731574622
Hospital : Looking for urgent bed/ICU bed in Bangalore

Please respond with verified information
#IndiaFightsCorona
#WeShallOvercome"
Zaid61900451,2021-05-05 19:31:31,oxygen,NEED,NA,['9844216399'],['Bangalore'],"#SOSBangalore
Urgently need bed for #COVID19 positive patient. 
Name - Nasreen
Location- Bangalore
Doctor has advised hospitalization.
Oxygen Level - 40 to 50

Contact: 9844216399

#Verified #CovidSOS #COVID19 #CovidHelp #Bangalore #CovidIndiaInfo #CovidCrisis #COVIDEmergency"
SwastiSharma8,2021-05-05 19:27:06,oxygen,UNKNOWN,NA,['8951755722'],['Bangalore'],"#Bangalore

For oxygen - bangalore 
Contact drug controller helpline 24*7 8951755722
Will provide to the hospital directly 
Verified at 10:04pm 5th May

#Oxygen #CovidHelpOnline #CovidHelp #COVIDHelpIndia #OxygenHelp"
PocketBitsIndia,2021-05-05 19:22:49,ICU Bed,NEED,NA,[],['Bangalore'],"ICU Bed required in #Bangalore 

Any verified leads appreciated

Source @varshapandey114 https://t.co/Z5gJdNwFLK"
KAPILIANPoonamK,2021-05-05 19:20:37,oxygen,AVAILABLE,NA,['919513113766'],['Bangalore'],"@meghatripti0286 @SonuSood Bangalore verified
9:28pm 05/05

oxygen cylinders available, 47L for 42k. location: KR Market

they deliver home

+919513113766"
AjayAlaria5,2021-05-05 19:18:22,oxygen,UNKNOWN,NA,['9900645566'],['Bangalore'],"Its in Bangalore verified
at 9:29pm 03/05

SLV Industrial Gases
9900645566
#OxygenSupply&gt;#refill
only OXYGEN REFILLS.
they don't sell cylinders

disclaimer: point of contact verified. please do your due diligence before purchasing
#SRKBLRCovidHelp
Via&gt;@AaminaA16 
@Team_Sudeepians"
KAPILIANPoonamK,2021-05-05 19:17:19,oxygen,AVAILABLE,NA,"['9448533925', '9448185671']",['Bangalore'],"@risingsurbhi @taapsee @SonuSood Bangalore #Verified #Beds with #Oxygen are available in
1. Sapthagiri #hospital
2. East point hospital (9448533925) 3. Sri lakshmi multi speciality hospital Chandana layout 080 - 23588311 #ICU BEDS are available in: Akash Hospital (9448185671)
#CovidNC #CovidResource #CovidNC"
KAPILIANPoonamK,2021-05-05 19:15:43,other,AVAILABLE,NA,"['9448533925', '9972421999', '8892939513']",['Bangalore'],"Verified at 12:02pm on 04/05/21
General Beds Available in Bangalore, Karnataka 

Location: East Point Hospital
Contact: 9448533925 / 9972421999 (Jayashankar 9am-7pm),
8892939513 (Varish 7pm to 9am)

Note - Prefer to add 0/+91  before Contact Number, if number shows invalid."
KAPILIANPoonamK,2021-05-05 19:12:08,oxygen,AVAILABLE,NA,"['9448533925', '9448185671']",['Bangalore'],"@navinraj211 @sakshijoshii @Naveenc212 @KicchaSudeep @JCNMOfficial Via rfence

Bangalore #Verified #Beds with #Oxygen are available in 1.Sapthagiri #hospital 2.East point hospital (9448533925) 3.Sri lakshmi multi speciality hospital Chandana layout 080 - 23588311 #ICU BEDS are available in: Akash Hospital (9448185671)Yes you can contact them."
findthecolors,2021-05-05 19:09:20,other,AVAILABLE,NA,[],['Bangalore'],"@Apoorva051 You can check here if people are posting about availability of ventilator in Bangalore:

- https://t.co/FkBLF9Rzdf 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/asgVHPkIFx"
Covid19Help10,2021-05-05 18:36:36,oxygen,UNKNOWN,NA,[],['Bangalore'],"@RjAvin @AnujGurwara @charan_tweetz @sugandh @CVDResourcesBot @COVResourcesIn @COVIDNewsByMIB Verified just now
+91 81233 14373
Oxygen concentrators in Bangalore. 
95k 8th May delivery
75k tomo delivery after 5pm
#COVID19 #COVIDEmergencyIndia #covid19india #bangalore #oxygen 
@covidres_in"
Fightforbadser1,2021-05-05 18:33:49,oxygen,UNKNOWN,NA,[],['Bangalore'],"Verified just now +91 81233 14373 Oxygen concentrators in Bangalore. 95k 8th May delivery 75k tomo delivery after 5pm COVID19 COVIDEmergencyIndia covid19india bangalore oxygen
#Bangalore

━━━━━━━━━━━━━
🏥 @Oxygen"
NagrajSrishti,2021-05-05 18:33:36,oxygen,UNKNOWN,NA,[],['Bangalore'],"@vinayak_jain @GautamGambhir Verified just now
+91 81233 14373
Oxygen concentrators in Bangalore. 
95k 8th May delivery
75k tomo delivery after 5pm"
findthecolors,2021-05-05 18:31:12,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@lachhwani_vikas Look at other people tweeting about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/N2NcwQsICk"
sohini_6,2021-05-05 18:25:36,oxygen,AVAILABLE,NA,"['9448533925', '9448185671']",['Bangalore'],"@priyashmita @sohini_6 Try 

Bangalore #Verified #Beds with #Oxygen are available in 1. Sapthagiri #hospital 2. East point hospital (9448533925) 3. Sri lakshmi multi speciality hospital Chandana layout 080 - 23588311 #ICU BEDS are available in: Akash Hospital (9448185671) #bangalorecovid"
Raqif_M,2021-05-05 18:13:29,oxygen,AVAILABLE,NA,['9845663346'],['Bangalore'],"#Covid19India #Bengaluru #Karnataka #BangaloreSOS #Bangalore verified @ 11:11 5/May

Oxygen kit available in Bangalore/Bengaluru
Pls refer ss for details

contact 9845663346

do due diligence https://t.co/OHoNNbMnq2"
Here4Sushantz,2021-05-05 18:12:12,oxygen,UNKNOWN,NA,"['8951755722', '9686198986', '9892356727', '9844276111', '8861572742', '9845063119', '9686196642']",['Bangalore'],"OXYGEN Vendors for Bangalore All are Verified today. 
1. Drug Controller Helpline 24x7
8951755722
2. Ganesh
9686198986
3. Manoj
9892356727
4. Ramesh
9844276111
5. Srikanth V
8861572742
6. Universal Air Products
Subhashish Guha Roy
9845063119
7.Ramesh
9686196642
Bangalore"
nkr689,2021-05-05 18:05:44,oxygen,UNKNOWN,NA,['9869503774'],['Bangalore'],"*Bangalore* *verified*
At 3:19 pm 03/05/21

ICU set up at home with oxygen concentrator, monitor , 24 hrs nursing and online doctor consultation
This costs @17,000 per day + gst and the package is for 10 days. To book  https://t.co/cHY9rQzBEk

Contact: 9869503774 (whatsapp only)"
findthecolors,2021-05-05 18:04:43,other,AVAILABLE,NA,[],['Bangalore'],"@sparsh_me_not Please look here for people posting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/C1jIIlvOfN"
findthecolors,2021-05-05 18:03:14,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@milindsolanki People might be posting here about availability of icu in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/iOieXC5SFY"
findthecolors,2021-05-05 17:51:54,other,AVAILABLE,NA,[],['Bangalore'],"@Apoorva051 Some good people are posting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/OgJzCX80su"
findthecolors,2021-05-05 17:47:55,other,AVAILABLE,NA,[],['Bangalore'],"@Apoorva051 People might be posting here about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/M6Fn4LgFEd"
khanrehanparvez,2021-05-05 17:45:16,oxygen,AVAILABLE,NA,['8095760114'],['Bangalore'],"Get latest updates follow @khanrehanparvez 

Oxygen supplies available in Bangalore.
Phone number: 8095760114.
Verified at 7:38 p.m. May 5th. Please  to amplify this.
#Bangalore #Covid19IndiaHelp"
rhtdmnik,2021-05-05 17:43:40,oxygen,NEED,NA,[],['Bangalore'],"one of friend's father need oxygen bed in Bangalore in private hospital. father is arpund 60 years of age &amp; dialysis patient..
any verified direction or lead would be helpful..
#CovidHelp"
shannsundar,2021-05-05 17:41:23,oxygen,AVAILABLE,NA,"['9448533925', '9448185671']",['Bangalore'],@shilpuday @Tejasvi_Surya @YadiyurappaB @SonuSood Bangalore #Verified #Beds with #Oxygen are available in 1. Sapthagiri #hospital 2. East point hospital (9448533925) 3. Sri lakshmi multi speciality hospital Chandana layout 080 - 23588311 #ICU BEDS are available in: Akash Hospital (9448185671) #bangalorecovid
iamS_Priya,2021-05-05 17:39:46,oxygen,AVAILABLE,NA,[],['Bangalore'],"@sharmasunit11 You can check here if people are posting about availability of oxygen in Bangalore:

- https://t.co/hr4XkV5sCY 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/FAtsaPSb6o"
JSPAnilYadav,2021-05-05 17:39:19,oxygen,AVAILABLE,NA,['9833477505'],['Bangalore'],"For #bangalorecovid #CovidResource 

#Oxygen cylinder+regulator available @ 9833477505 #verified at 2pm, May 4. 

Delivers across India

#Bangalore #bangalorecovid #covidresources #COVIDSecondWaveInIndia #CovidIndia #Covid #Covid19IndiaHelp #COVIDEmergencyIndia #OxygenCylinders https://t.co/JVZG8xrEek"
findthecolors,2021-05-05 17:36:32,other,AVAILABLE,NA,[],['Bangalore'],"@TapasPanda18 Some good people are posting about availability of bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/udMcTtkGmZ"
MoviePremigalu,2021-05-05 17:33:31,oxygen,UNKNOWN,NA,[],['Bangalore'],"✅VERIFIED
04/05/21 8.45PM

Oxygen concentrator 
Ganesh Singh (+91 81233 14373) 
Delivery: Tomorrow between 2 pm and 5 pm
Price: 75k + 5k advance 
Location: Kumarswamy Layout

#Bangalore #Oxygen #Verified #COVIDEmergencyIndia"
findthecolors,2021-05-05 17:07:53,oxygen,AVAILABLE,NA,[],['Bangalore'],"@VJayanaik Some good people are posting about availability of icu, bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/FTUWU9Z3ws"
gaganzk,2021-05-05 17:05:25,oxygen,UNKNOWN,NA,['9900520159'],['Bangalore'],"👉👉Oxygen Concentrator for pre-booking. Will be delivered after 15th May. Contact - 9900520159
@oxygenblr @peakbengaluru verified just now
#covid19 #OxygenConcentrators #Bangalore #Bengaluru"
paulanthony_g,2021-05-05 17:05:15,plasma,NEED,NA,"['9449765004', '9886545104']",['Bangalore'],"For a friend:
*Plasma donors required*:.

Patient name: Rajendra Bafna 
Blood group: A+ve

 admitted at Trustwell Hospital, J.C Road Bangalore. Verified Date 5/5/2021 &amp; Time 3pm.

Contact person:
Pradeep Bafna 9449765004
Suresh Palrecha 9886545104"
findthecolors,2021-05-05 17:04:13,oxygen,AVAILABLE,NA,[],['Bangalore'],"@VJayanaik Some good people are posting about availability of icu, bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/hzXEtwhQj6"
Shahid46er,2021-05-05 17:02:42,oxygen,NEED,NA,[],['Bangalore'],@IlaajIndia sonu sir kindly help 🙏🏻 Patients require oxygen in Bangalore. Any verified contact could save lives 🙏🏻🙏🏻
