username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Saanch23,Managed by @saanch22,India,1004,1734,5684,2020-11-29 15:00:11,2021-04-29 20:09:01,28,"#Delhi #ICUbed #covidhelp #covid19 ICU Bed Required urgently
 *Patient Name*- Renu Khurana
*Age* -58
*Oxygen level saturation: 80-85*
 *Attendant* - Sakshi Khurana
*Contact no -+91 93159 48376, *+91 99537 75372*
Location - Delhi
@shrenik0911 @zacku111  @ApurvaMarathe1","[{'text': 'Delhi', 'indices': [19, 25]}, {'text': 'ICUbed', 'indices': [26, 33]}, {'text': 'covidhelp', 'indices': [34, 44]}, {'text': 'covid19', 'indices': [45, 53]}]"
GaganChumbiCo,We are the new Voice to get you hooked on Startups and bring the entrepreneur in you.,,5,1,105,2021-02-27 20:15:50,2021-04-29 20:08:50,0,"Dating App TrueMadly offers MatchMaking for Plasma Donors and Covid-19 Patients.
#trulymadly #datingapp #COVID19 #covidvacccine #COVID19SecondWave #plasmadonor #plasmadonation https://t.co/18IZyyxc1T","[{'text': 'trulymadly', 'indices': [81, 92]}, {'text': 'datingapp', 'indices': [93, 103]}, {'text': 'COVID19', 'indices': [104, 112]}, {'text': 'covidvacccine', 'indices': [113, 127]}, {'text': 'COVID19SecondWave', 'indices': [128, 146]}, {'text': 'plasmadonor', 'indices': [147, 159]}, {'text': 'plasmadonation', 'indices': [160, 175]}]"
uvpushpakumar,,,48,22,139,2009-12-22 09:16:26,2021-04-29 20:08:49,28,"@DillikiBiili  Sir, please help. B+ plasma donor required urgent in SOUTH DELHI, with covid + and negative report of minimum 28 days.

Contact details: Mr. Abhishek Kumar 9968573379.
#plasma #plasmadonor #covidhelp #delhiplasma",[]
Fully73144162,A movie a day keeps stress away ✨,,1087,790,61807,2020-06-23 14:13:12,2021-04-29 20:08:32,16,"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified by vrushalika at 12:10 am on 30/04/21
#Covid19IndiaHelp #CovidResources #Mumbai #OxygenCylinders #Ambulance https://t.co/9oTEwwzmdK",[]
logsatyam,,,229,52,1366,2020-08-02 19:28:12,2021-04-29 20:07:57,8,"Plasma Donor Available of almost all Blood Groups in #DelhiNCR #noida #Faridabad 

FREE SERVICE 

Just DM me with patient Details 
#PlasmaDonor #Plasma #bloodgroup #delhi #free #verified #CoronaSecondWave #OxygenCylinders","[{'text': 'DelhiNCR', 'indices': [73, 82]}, {'text': 'noida', 'indices': [83, 89]}, {'text': 'Faridabad', 'indices': [90, 100]}]"
cinematickiller,"#Indian

cinema movie filmss","Andhra Pradesh, India",1616,105,51796,2020-05-05 14:38:03,2021-04-29 20:07:35,85,"One of my family members tested +ve for covid
Need o+ve plasma immediately
It's an emergency
Patient name: G.Indira
Rdt hospital,ananthapur
Ph no:6300402609
Pls share if it's possible 🙏

#PlasmaRequirement
@Puttaparthi_MBF 
@MBofficialTeam 
@SVC_official",[]
DarkSideXBright,"Hey guys

dark side here

Lets Bajao ( @rubixbright )

previous account got suspended by dustbinian harkvians

hope to gain my followers which r 1200",,602,568,6400,2021-03-16 09:27:24,2021-04-29 20:07:31,39,"If someone genuinely needs #Plasma in #Dehi, NCR area, please dm. Only genuine queries. I have a self verified lead. #Noida, #Ghazibad #Faridabad #Hapur #GreaterNoida areas. Jinko jaroorat hai sirf wohi contact karein. 

#PlasmaRequirement #Plasma #SOSDelhi #PlasmaDonation","[{'text': 'Plasma', 'indices': [41, 48]}, {'text': 'Dehi', 'indices': [52, 57]}, {'text': 'Noida', 'indices': [131, 137]}]"
Jafar0079,"Don't Search For Happiness, Create ur Own","Anantapur, AP",193,105,49344,2020-02-04 14:06:45,2021-04-29 20:07:28,367,"Need #PlasmaDonor 

#Vizag #COVID19 #COVID19Vizag #COVID19HelpVizag #COVIDEmergency https://t.co/R295cbOeJl","[{'text': 'PlasmaDonor', 'indices': [23, 35]}, {'text': 'Vizag', 'indices': [38, 44]}, {'text': 'COVID19', 'indices': [45, 53]}, {'text': 'COVID19Vizag', 'indices': [54, 67]}, {'text': 'COVID19HelpVizag', 'indices': [68, 85]}, {'text': 'COVIDEmergency', 'indices': [86, 101]}]"
Harshitasingh93,Graffiti-Artist | Illustrator | UI Designer |,"New Delhi, India",10,38,68,2011-07-05 05:47:44,2021-04-29 20:07:19,64,"My friend's father is in urgent need of plasma rn. 
Age:51
Blood: B+ 
Location: Delhi NCR, Ghaziabad, Gurgaon
Please dm me any leads. 
#PlasmaRequirement #COVIDEmergency 
@Bhand_Engineer @pranavsapra @KushaKapila",[]
Arsalankhalid02,"Law Student 👨‍🎓 🛑SM Zone Co-Ordinator @IYCWestBengal.⭕SM INCHARGE @WB_NORTHKOLDYC , @WBCentralKOLDYC , 
@WB_SOUTHKOLDYC.📱WhatsApp-9875329378.","Howrah, Haora",1258,689,24292,2020-03-17 16:54:02,2021-04-29 20:07:11,1,"Kindly contact Mansit Sil at 7003795113.
@bidhannagarpc
@KolkataPolice

#HelpingHand #Oxygen #OxygenCylinders #KolkataCovid #KolkataFightsCovid19 https://t.co/BGnzCEhNmU","[{'text': 'HelpingHand', 'indices': [88, 100]}, {'text': 'Oxygen', 'indices': [101, 108]}, {'text': 'OxygenCylinders', 'indices': [109, 125]}, {'text': 'KolkataCovid', 'indices': [126, 139]}]"
ThIsIsTuShAaR,"Emotionally closed, but not unavailable","Mumbai, India",213,671,21022,2016-09-02 18:21:25,2021-04-29 20:07:06,8,"Bangalore verified

11:42 pm, 29th April, 21

Oxygen cylinders available

50l at Rs.28000/- with regulator

Praveen 7019968521

#Bangalore #OxygenCylinders #Verified",[]
ShajarBin,"i am an Engineering Student..yeah right! it sucks😂 Although i am more into arts and culture and religion. I'm an Indian Muslim,do i have to say anything else?","नई दिल्ली, भारत",90,162,2655,2019-12-18 09:31:31,2021-04-29 20:06:58,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
Shihab87148848,,,13,5,3545,2020-05-04 16:48:29,2021-04-29 20:06:55,36,"#COVIDEmergency Just 32year old lady struggling for her life outside of a Delhi hospital. @ArvindKejriwal कुछ करिए साहब।
Mansi Arora #COVID19 positive
Current SpO2 without Oxygen support-74, #Oxygen or #ICUBed needed as CTscore is23
Contact 98995 60616
@srinivasiyc #SOSIYC Help","[{'text': 'COVIDEmergency', 'indices': [18, 33]}]"
_old_delhi__,DM में AC की सुविधा नहीं है।,,226,9653,396997,2015-03-07 12:42:56,2021-04-29 20:06:50,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
MohammadAfsar88,proud to be muslim And indian🇮🇳👳,"Aurangabad, India",538,426,3251,2020-06-28 12:59:00,2021-04-29 20:06:42,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
NoorWadood2,Restaurateur.,"Hyderabad, India",556,24,1362,2020-04-26 17:17:17,2021-04-29 20:06:33,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
Dheeraj_bajaj23,,"दुर्ग, भारत",39,0,10,2021-04-05 10:21:25,2021-04-29 20:06:14,0,@IAF_MCC #OxygenForIndia #oxygenairlift #OxygenCylinders proud to be Indian❣️ we are together @narendramodi @AmitShah https://t.co/xaTEApkypR,"[{'text': 'OxygenForIndia', 'indices': [9, 24]}, {'text': 'oxygenairlift', 'indices': [25, 39]}, {'text': 'OxygenCylinders', 'indices': [40, 56]}]"
jay2978ms,Aaj मेरे अंदर का SECULARISM मर गया. So keep a safe distance. India flag is my religion. Allergy with #aaptards #Congress bastard and #khalistani #terriost,Below SKYc.f.,4443,1635,122890,2009-07-13 05:54:47,2021-04-29 20:06:09,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
TenFathom,"Aspiring Lib,and Dem. Human Rights, DBA rights in particular.He/him. Retweets are not always endorsement.",,142,17,2828,2019-12-22 03:55:13,2021-04-29 20:05:31,300,"Pls RT! Pls amplify!
#Oxygencylinders arrived at #CommonWealthGames COVID Centre yesterday. Near Akshardham Temple.
500+ oxygen beds available free of cost.
In case of non-admission, contact: 9582221700 (Sunny Jaiswal) 
Whatsapp only!!
Can rush patient to the center directly.","[{'text': 'Oxygencylinders', 'indices': [40, 56]}, {'text': 'CommonWealthGames', 'indices': [68, 86]}]"
chaoticloudss,every bait and switch was a work of art,delusion • she/her,95,67,3750,2017-09-14 13:04:28,2021-04-29 20:05:21,73,"A group of youth volunteers in Delhi are collecting empty #oxygencylinders, refilling them &amp; distributing to whoever needs them (for free). If you have an empty cylinder you don't need anymore, fill this form &amp; they will call you to coordinate a pickup:

https://t.co/FdqsC7qvDt","[{'text': 'oxygencylinders', 'indices': [72, 88]}]"
anisans65620510,PROUD TO BE AN INDIAN MUSLIM,India,1810,791,19822,2016-08-13 14:47:28,2021-04-29 20:04:42,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
nitin676,"Essence from North till the South 🇮🇳 . Deciphering existence from the day I am born.
Traveling🚶 Riding 🏍️ driving 🚘

Optimstic wth minmal expectation 🏌️",India,3289,237,5969,2012-08-22 07:30:32,2021-04-29 20:03:49,78,"Doctors/Hospitals calling again. Even their agencies are not able to refill at UP for over 24 hours. How will the agency give the hospitals #OxygenCylinders ? Have formed a group of doctors, had a meeting with the state government. Tomorrow hope for a solution!🙏
#OxygenCrisis",[]
Vizagpowerstar,Jai Hind !!,Vizag/Hyderabad ,268,4163,103389,2014-03-11 13:07:01,2021-04-29 20:03:47,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
nsfidai,"Trainer/Mentor - Passionate  Technical Analyst!

I'm not a Trader. I don't buy every stock that I like. I'm OK about missing good buys. 

#STRESSFREEINVESTOR","Mumbai, INDIA",146,35026,16507,2010-01-18 17:32:32,2021-04-29 20:03:43,52,.@iamdivya can you please help? #PlasmaRequirement #delhi #anybloodgroup #covidsos #CovidHelp https://t.co/syuE89c3c0,"[{'text': 'PlasmaRequirement', 'indices': [44, 62]}, {'text': 'delhi', 'indices': [63, 69]}, {'text': 'anybloodgroup', 'indices': [70, 84]}, {'text': 'covidsos', 'indices': [85, 94]}, {'text': 'CovidHelp', 'indices': [95, 105]}]"
CovidPlasmaIn,By @himanshu_irl x @TeamSOSIndia | AI-based bot helping with COVID19 requests | Amplify your request: https://t.co/VWJKxomKDD | Featured by @dna @IndiaToday @ScoopWhoop,"Gurgaon, India",2,3408,23734,2020-07-04 19:51:04,2021-04-29 20:03:11,1,"@AkshayReddy_K @BloodDonorsIn @BloodDonorsHyd @hydblooddonors @Bloodpointorg @Blood4NeedyIN @indiacares_2020 Hey AkshayReddy_K - Thank you for reaching out to us.

@TeamSOSIndia Please look into this request.

#plasmadonor https://t.co/qo7k9fQBFF","[{'text': 'plasmadonor', 'indices': [210, 222]}]"
arziyaan,I feel what I feel| Worked as a writer |AMU alumni| Idealist| Degree in Journalism.,On a Dark Desert Highway,923,867,70699,2008-12-03 04:50:35,2021-04-29 20:03:09,219,"BIG: Delhi High Court directs @DelhiPolice to not seize #REMDESIVIR or #OxygenCylinders from PATIENTS or their ATTENDANTS as they only procure it out of desperate need 
#CovidResources #COVIDEmergency #OxygenShortage","[{'text': 'REMDESIVIR', 'indices': [71, 82]}, {'text': 'OxygenCylinders', 'indices': [86, 102]}]"
Prabhas83651930,,,118,2,892,2020-08-25 14:49:03,2021-04-29 20:03:04,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
Prabhas83651930,,,118,2,892,2020-08-25 14:49:03,2021-04-29 20:02:56,122,"*Emergency plasma required* -  Vishakapatnam
Patient Name: A.visweswara rao
Age: 49
Blood Group: *O+ve* Plasma
Hospital: *Kanakadurga hospital*,krishnagar, Visakhapatnam.
*Required Today (29/04/2021)*
*Urgently needed*
#COVIDEmergency #CovidHelpVizag #PlasmaRequirement https://t.co/0YZW5dIDu7",[]
ZainabA41853803,"Humanitarian, strongly believes in idea of 'India'.","Shaheen Bagh, new Delhi",126,68,2996,2019-12-17 07:53:34,2021-04-29 20:02:54,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
Awaix94415790,,,2144,1903,56860,2021-01-14 05:51:04,2021-04-29 20:02:52,16,"5 #OxygenBeds are available in Madhukar Rainbow Hospital in malviya nagar #Delhi
Note : Only For Pregnant women &amp; children. Your Share Can Save Someone's Life 🙏
#CovidResources #CovidIndia #coronavirus #IndiaFightsCorona #IndiaFightsCOVID19 #OxygenCylinders #OxygenCrisis #india","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Delhi', 'indices': [94, 100]}]"
Wedidithoe,He/Him,,703,443,11998,2019-04-14 14:22:08,2021-04-29 20:02:47,18,"Please amplify so it may reach those needing this info FOR AFFECTED CHILDREN🙏🏼
 #OxygenCylinders #Oxygen #OxygenEmergency #OxygenCrisis #DelhiNCR #IndiaFightsCOVID19 #Covid19IndiaHelp     #COVIDEmergency #Childrights #IndiaNeedsOxygen  #CovidResources  #OxygenConcentrator #Delhi https://t.co/NqjhlHcGB7","[{'text': 'OxygenCylinders', 'indices': [100, 116]}, {'text': 'Oxygen', 'indices': [117, 124]}]"
piyushmufc29,"Manchester Uniter forever #GGMU, CSK, Nadal, Foodie, Love to code. Love reading Thrillers & Indian mythology.",Hyderabad,161,96,1226,2010-07-10 11:57:15,2021-04-29 20:02:24,6,"#TeamSPCovidHelp
Oxygen cylinder required Urgently in Ahmedabad
Name of patient: Rajeshbhai shah 
Contact no: 8320306583
Stage 4 cancer + corona
Area:Sardar patel stadium, Navrangpura
@Shehzad_Ind @TeamSP_Official
@amarprasadreddy @ABVPGujarat 
#OxygenCylinders #COVIDEmergency","[{'text': 'TeamSPCovidHelp', 'indices': [18, 34]}]"
Nippy04756432,,,9,0,264,2021-04-03 16:56:46,2021-04-29 20:02:12,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
jubs_shah,"Researcher at Heart,
 Human by DNA,
 Curious for Life.","Heidelberg, Germany",1265,225,2823,2020-02-06 09:34:12,2021-04-29 20:02:08,25,#DELHI #CIVILLINES #CRITICAL ALONE WITH 4 year old child .. NEEDS A #ICUbed  .. @CharuPragya @_AdilHussain https://t.co/A7b1K498iT,"[{'text': 'DELHI', 'indices': [15, 21]}, {'text': 'CIVILLINES', 'indices': [22, 33]}, {'text': 'CRITICAL', 'indices': [34, 43]}, {'text': 'ICUbed', 'indices': [83, 90]}]"
teens4teens2,"as of now, helping with the covid crisis by providing updates, helping amplify requests and verifying resources across India","New Delhi, India",22,227,1417,2018-04-30 06:09:59,2021-04-29 20:01:52,0,"Name of the hospital: 
Driver's Name:
Driver's contact no.:
Vehicle no.: 
Hospital Oxygen backup remaining: 
No. of cylinders required: 
Name of the refilling station: 
Verified at 1:18 AM, 30th April
#OxygenCylinders #COVID19India #COVIDEmergency #CovidResources","[{'text': 'OxygenCylinders', 'indices': [201, 217]}, {'text': 'COVID19India', 'indices': [218, 231]}, {'text': 'COVIDEmergency', 'indices': [232, 247]}, {'text': 'CovidResources', 'indices': [248, 263]}]"
batman_didnt,You know who am I .... 🦇,Gotham City,32,43,2457,2020-08-25 16:07:32,2021-04-29 20:01:49,5,"Gurdwara Singh Sabha, Lajpat Nagar 1 Delhi will start refilling of Oxygen cylinders at 11:30pm tonight. Please share with those who need refill.
Verified at 11pm on 29th
#verified #delhi #DelhiNCR #lajpatnagar #Oxygen #refilling #cylinder #OxygenCylinders",[]
ADITYASINGHJAI4,,,32,8,45,2015-11-25 16:21:57,2021-04-29 20:01:23,0,"@DAspeakz @rohit_chahal #Oxygencylinders have arrived at #CommonWealthGames COVID Centre, Delhi yesterday. Near Akshardham Temple.
500+ oxygen beds available free of cost.
In case of non-admission, contact: 9582221700 (Sunny Jaiswal) 
Pl check if this helps u.. Got it from another post","[{'text': 'Oxygencylinders', 'indices': [24, 40]}, {'text': 'CommonWealthGames', 'indices': [57, 75]}]"
azimhanif26,perspective is everything,"Bengaluru, India",424,164,1336,2012-12-04 09:46:42,2021-04-29 20:01:17,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
ADITYASINGHJAI4,,,32,8,45,2015-11-25 16:21:57,2021-04-29 20:01:08,2,"#Oxygencylinders have arrived at #CommonWealthGames COVID Centre, Delhi yesterday. Near Akshardham Temple.
500+ oxygen beds available free of cost.
In case of non-admission, contact: 9582221700 (Sunny Jaiswal) 
Pl check if this helps u.. Got it from another post","[{'text': 'Oxygencylinders', 'indices': [0, 16]}, {'text': 'CommonWealthGames', 'indices': [33, 51]}]"
amu_miruke,Whatever is worth doing at all is worth doing well.,India ,732,644,76961,2016-01-05 05:41:52,2021-04-29 20:01:05,16,"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified by vrushalika at 12:10 am on 30/04/21
#Covid19IndiaHelp #CovidResources #Mumbai #OxygenCylinders #Ambulance https://t.co/9oTEwwzmdK",[]
SayedShadabFar1,"want freedom ♥️💪

#Follow_me_follow_back💯","Kolkata, India",364,365,7405,2019-12-01 11:41:19,2021-04-29 20:00:56,32,"AsslamuAlaikum Everyone Jisko bhi urgently Oxygen Refill Karwaani Hai Delhi Mai wo Msg Kare...
RT for Better Reach and kindly Follow For Regular updates...

#CovidResources #DelhiNCR #OxygenShortage #SOSDelhi #OxygenCylinders #OxygenCrisis",[]
Shahid214_,𝑫𝒊𝒆 𝑯𝒂𝒓𝒅 𝒇𝒂𝒏 @iamsrk and Champ @imrealasim,Asimians ,1830,1796,30774,2020-01-01 21:03:05,2021-04-29 20:00:37,16,"5 #OxygenBeds are available in Madhukar Rainbow Hospital in malviya nagar #Delhi
Note : Only For Pregnant women &amp; children. Your Share Can Save Someone's Life 🙏
#CovidResources #CovidIndia #coronavirus #IndiaFightsCorona #IndiaFightsCOVID19 #OxygenCylinders #OxygenCrisis #india","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Delhi', 'indices': [94, 100]}]"
RetweetsMumbai,"RT from in & around Mumbai & are not endorsements, Use #Mumbai #Bombay for RTs
RTs are automated we take no responsibility of the RT's
DM for more info",Mumbai,7,1391,109805,2020-12-15 12:33:56,2021-04-29 20:00:36,16,"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified by vrushalika at 12:10 am on 30/04/21
#Covid19IndiaHelp #CovidResources #Mumbai #OxygenCylinders #Ambulance https://t.co/9oTEwwzmdK",[]
IshanRawat13,Rightist||Proud Indian🇮🇳,,22,20,485,2019-01-11 18:26:44,2021-04-29 20:00:33,47,"Please help.
A+ Plasma needed .
#PlasmaRequirement 
#PlasmaDonor 
#Plasma 
#PlasmaDonation 
Contact 7798200228 https://t.co/tM9IGaYQQu","[{'text': 'PlasmaRequirement', 'indices': [51, 69]}, {'text': 'PlasmaDonor', 'indices': [71, 83]}, {'text': 'Plasma', 'indices': [85, 92]}, {'text': 'PlasmaDonation', 'indices': [94, 109]}]"
bloodreqbot,#Bot. Retweets detected #blood #needed tweets.,,17,655,50997,2018-03-02 16:19:33,2021-04-29 20:00:11,4,"@HowsTheJosh1 
Urgent need of O+ plasma
Address :- Fulwari Sharif AIIMS Patna
COVID +ve patient
Son of Patient:- Arrush Sinha
Contact No:- 9766833475
It's very urgent,plz do amplify

🛑🛑🛑🛑
#HelpingHand  #need #Plasma #PlasmaDonor #COVID19India",[]
EbertianShivam,"Yes, I DID see [fill in movie title here]","Navi Mumbai, India",816,61,1509,2017-10-25 15:00:48,2021-04-29 20:00:09,300,"Pls RT! Pls amplify!
#Oxygencylinders arrived at #CommonWealthGames COVID Centre yesterday. Near Akshardham Temple.
500+ oxygen beds available free of cost.
In case of non-admission, contact: 9582221700 (Sunny Jaiswal) 
Whatsapp only!!
Can rush patient to the center directly.","[{'text': 'Oxygencylinders', 'indices': [40, 56]}, {'text': 'CommonWealthGames', 'indices': [68, 86]}]"
kanishkbakshi_,,"Noida, India",67,32,11,2020-09-10 11:12:23,2021-04-29 20:00:08,3,"#OxygenCylinder Available in #Delhincr 

13 Liter Cylinder Available for free of cost. 

#COVID REPORT REQUIRED 

FREE SERVICE 

Contact : +91 7099928617 (WHATSAPP ONLY) 

Last #Verified at 1:21AM 30TH ARPIL 
#OxygenCylinders #oxygen #DelhiNCR","[{'text': 'OxygenCylinder', 'indices': [0, 15]}, {'text': 'Delhincr', 'indices': [29, 38]}, {'text': 'COVID', 'indices': [89, 95]}, {'text': 'Verified', 'indices': [177, 186]}, {'text': 'OxygenCylinders', 'indices': [209, 225]}, {'text': 'oxygen', 'indices': [226, 233]}, {'text': 'DelhiNCR', 'indices': [234, 243]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,1,"Plasma A+ plzz help
#dehradun 
#PlasmaDonor 
#Plasma 
#need 
#HelpingHand 
@Dehradun https://t.co/VF4M85YESM","[{'text': 'dehradun', 'indices': [39, 48]}, {'text': 'PlasmaDonor', 'indices': [50, 62]}, {'text': 'Plasma', 'indices': [64, 71]}, {'text': 'need', 'indices': [73, 78]}, {'text': 'HelpingHand', 'indices': [80, 92]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,4,"My mother recently recovered from Wuhan virus 

Blood group: O+ve
Location: Santrampur, Gujarat

If there's anyone who want plasma can reach out. We'd love to help.

#Plasma #PlasmaDonor #Covid19IndiaHelp #IndiaFightsCorona",[]
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,1,@dmuthuk @AmitabhJha3 plz help.. Need B+positive plasma for my friens mother pls help #matura #b+positive #Plasma #PlasmaDonor,"[{'text': 'matura', 'indices': [105, 112]}, {'text': 'b', 'indices': [113, 115]}, {'text': 'Plasma', 'indices': [125, 132]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,2,@AmitabhJha3 Captain plz help.. Need B+positive plasma for my friens mother pls help #matura #b+positive #Plasma #PlasmaDonor,"[{'text': 'matura', 'indices': [104, 111]}, {'text': 'b', 'indices': [112, 114]}, {'text': 'Plasma', 'indices': [124, 131]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,4,"@HowsTheJosh1 
Urgent need of O+ plasma
Address :- Fulwari Sharif AIIMS Patna
COVID +ve patient
Son of Patient:- Arrush Sinha
Contact No:- 9766833475
It's very urgent,plz do amplify

🛑🛑🛑🛑
#HelpingHand  #need #Plasma #PlasmaDonor #COVID19India",[]
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,8,"Plasma Donor Available of almost all Blood Groups in #DelhiNCR #noida #Faridabad 

FREE SERVICE 

Just DM me with patient Details 
#PlasmaDonor #Plasma #bloodgroup #delhi #free #verified #CoronaSecondWave #OxygenCylinders","[{'text': 'DelhiNCR', 'indices': [73, 82]}, {'text': 'noida', 'indices': [83, 89]}, {'text': 'Faridabad', 'indices': [90, 100]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,4,"#SOSPatna 
#Patna 
For plasma requirements in patna
Pls do check.

#Plasma #PlasmaDonor https://t.co/HAyNkpeAPi","[{'text': 'SOSPatna', 'indices': [20, 29]}, {'text': 'Patna', 'indices': [31, 37]}, {'text': 'Plasma', 'indices': [87, 94]}, {'text': 'PlasmaDonor', 'indices': [95, 107]}]"
plasmabot2,"A Man Who Saves One Life Saves All Mankind.
I retweets the tweets with ""plasma require"" keyword in it every 60min
 A Bot made by @PrataManitej",,0,168,12362,2021-04-18 11:28:10,2021-04-29 20:00:06,4,"#SOSPatna 
#Patna 
For plasma requirements in patna
Pls do check.

#Plasma #PlasmaDonor https://t.co/HAyNkpeAPi","[{'text': 'SOSPatna', 'indices': [20, 29]}, {'text': 'Patna', 'indices': [31, 37]}, {'text': 'Plasma', 'indices': [87, 94]}, {'text': 'PlasmaDonor', 'indices': [95, 107]}]"
