username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
RetweetsMumbai,2021-05-06 04:04:44,oxygen,AVAILABLE,NA,[],['Mumbai'],"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified by me at 7:00 am on 30/04/21
#Covid19IndiaHelp #CovidResources #OxygenCylinders
#Mumbai #COVIDEmergency2021 #COVID19 
 https://t.co/gAiN96Gwd0"
CVDResourcesBot,2021-05-06 04:04:23,oxygen,AVAILABLE,NA,"['7977703913', '9819298666']",['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#MUMBAI #GOREGAON-West
Oxygen cylinders available
VEER Foundation

Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W

Last Verified @ 6/05/21 08:49 AM"
wadhwa_bhawna,2021-05-06 04:02:35,oxygen,AVAILABLE,NA,[],['Mumbai'],"All the Oxygen &amp; Bed's available at one place/thread created just now. Amplify and Retweet it to reach more people. All the resources in the comment section below ⬇️ thread is verified and updated frequently. 
#oxygen @COVID19_INDIA #Mumbai #beds"
awaarahun,2021-05-06 03:50:51,oxygen,AVAILABLE,NA,['8080833354'],['Mumbai'],"📢Oxygen Beds Available

📌Oxygen beds available at VEENA MULTI SPECIALITY HOSPITAL, Mumbai 

MB:- 8080833354

#Verified
#Covid #COVIDEmergency2021"
findthecolors,2021-05-06 03:41:39,plasma,AVAILABLE,NA,[],['Mumbai'],"@RTS09010234 Please look here for people posting about availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/Zs7uQ17Vtg"
saiytsd50,2021-05-06 03:18:55,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 

Whatsapp bot link : https://t.co/iv3kAocCaQ
 
Save +12345178991 and send COVID in WhatsApp. #Oxygen #plasma #Delhi #MUMBAI #Lucknow #pune #Bihar"
drum2109,2021-05-06 03:04:53,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@KundanKarn17 @GautamGambhir @TajinderBagga @rohit_chahal Try this
An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
RetweetsMumbai,2021-05-06 02:58:01,oxygen,AVAILABLE,NA,['9619928189'],['Mumbai'],"#Oxygencylinders - #Mumbai 
Mumbai Rahmah Foundation
Oxygen Cylinders Available 12 L, 5000/- deposit  and 500 filling 
Call: 9619928189
Verified 1am 6th May

#COVID19 #Verified4India #Oxygen"
p_mamta03,2021-05-06 02:51:37,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Thane']","Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J"
resource_botIN,2021-05-06 02:26:42,oxygen,AVAILABLE,NA,['7796663366'],['Mumbai'],"Verified OxygenBeds Mumbai
OxygenBed available
Location: DY Patil Hospital, Navi Mumbai
Contact: 7796663366
Verified at 4:53pm, 4thMay'2021

 #COVIDEmergencyIndia #Covid19IndiaHelp #MumbaiFightsCorona    #Oxygen #COVID19India
#Mumbai"
Anujalankar9,2021-05-06 01:38:38,plasma,AVAILABLE,NA,[],"['Mumbai', 'Delhi']","Any B+ COVID recovered verified plasma donors available in Delhi, Jhansi and Gwalior?
@TheBloodMatters @BloodDonorsIn @CovidPlasmaIn @bloodaid @NeedPlasmaIndia @IndBloodDonors @RavichaudharyN1 @bol_mumbai @SonuSood @anubhavsinha @salonayyy"
tilottamapal,2021-05-06 00:33:44,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@Ankit08071989 @DrKumarVishwas @GautamGambhir @SonuSood @Tejasvi_Surya @BJYMforDelhi @raghav_chadha @SatyendarJain An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
harish_sara,2021-05-05 23:30:30,oxygen,AVAILABLE,NA,[],['Mumbai'],"#Verified #OxygenBeds #Mumbai 
Oxygen Beds available

#CovidHelp #COVIDEmergency #Covid19IndiaHelp #IndiaFightsCOVID19 #Mumbai #CovidResources #Oxygen #MumbaiHelp #CovidSOS #SOSMumbai https://t.co/eo593yVcae"
CVDResourcesBot,2021-05-05 23:28:01,oxygen,AVAILABLE,NA,"['918355909498', '918286324921']",['Mumbai'],"Galaxy hospital

Ventilator Bed, Oxygen Bed, Normal Bed, Available

Govandi,Mumbai 

Dr.Sarfaraz - +918355909498
Glazy Hosp - +918286324921

*Verified by SIO Mumbai*
*3/5/21 , 6.30 PM*

@zoo_bear @imMAK02 @WasimJaffer14 @humasqureshi"
yohanmaduranga5,2021-05-05 22:53:33,oxygen,UNKNOWN,NA,"['22 26361199', '9869933114', '9869933114']",['Mumbai'],"@priyankasaid16 MCGM approved Covid Center in Versova, Andheri West #Mumbai
HAR Kalsekar Hospital, Yari road

4 oxygen beds
Reception- 022 26361199
Mr. Danish 9869933114
Manager - 9869933114

Issued by- Management Kalsekar hospital
Verified on (27/4/21) at 12:29pm

#SOSSIO"
Damini38937507,2021-05-05 22:09:19,oxygen,AVAILABLE,NA,"['9892344222', '9820190590']","['Mumbai', 'Delhi']","#COVID #verified  #Delhi #Beds
Contact: 9892344222, 9820190590
Service Available: Beds
City: Delhi
Jeeto covid care center, janta nagar BMC school, behind AC market, besides imperial tower, tardev Mumbai, 34: 100 beds with oxygen. 
Verified on:5th may 10:43 am
RT for reach"
resource_botIN,2021-05-05 21:31:51,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Delhi']","This is a source of #oxygen leadsai as of today, #Verified

Cities: #Pune, #Delhi, #Mumbai, #Kolkata #Lucknow https://t.co/Tcq4KXbKwn"
sujata101986gm1,2021-05-05 21:01:53,oxygen,AVAILABLE,NA,[],"['Mumbai', 'Thane']","Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Verified 5/5/2021 ,Telegram sources! 

#MumbaiCovid #CovidHelp 
#COVIDEmergencyIndia #COVID19 

Rt♻️ Share Max!"
Percivierence21,2021-05-05 21:01:22,oxygen,AVAILABLE,NA,[],"['Mumbai', 'Delhi']","2. Two more verified orgs that need donations to help migrant workers and cater to unmet food demand of those in need in Mumbai added
3. Verified no.s for Surat with extensive list of hosps with general &amp; oxygen beds available added
4. Oxygen suppliers in Delhi with stock added"
yohanmaduranga5,2021-05-05 20:48:46,other,AVAILABLE,NA,['9322665169'],['Mumbai'],"Contact: 9322665169
Service Available: BEDS
City: MUMBAI
Covid Care Centre of 125 bed to open in MiraBhayandar,Tapovan School, Indralok from May 1.
Verified! 

#Mumbai #HospitalBeds #CovidIndiaInfo #MumbaiFightsCorona #CovidIndia #MumbaiCovid #Mumbaiupdate #CovidIndia"
dedhiap,2021-05-05 19:49:01,oxygen,AVAILABLE,NA,['9820660051'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI / KALA CHOWKY / LALBAUG
Oxygen Cans Available

Name: Mahesh
Phone: 9820660051
Location: Shree Porwal Jain Sangh Aaradhana 
Bhavan, Bldg #4, Shop #7, Opp.
Mambabai School, DL Jain Compound, 
Chinchpokli E,Mumbai 13

Last verified @ 05/05/21, 16:20"
naveens_20,2021-05-05 19:47:00,oxygen,AVAILABLE,NA,['9833708378'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI
Oxygen cylinders are available.

Name - Shuaib Khatib
Phone - 9833708378
Location - Janjikar Street, Mumbai-400002

Last verified @ 5/5/21 4:50 PM

#Mumbai #OxygenCylinders"
findthecolors,2021-05-05 19:27:45,plasma,AVAILABLE,NA,[],['Mumbai'],"@umesh_amte Check if there are people who are making calls and checking for availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/4VyVom5avv"
KAPILIANPoonamK,2021-05-05 19:22:50,oxygen,AVAILABLE,NA,[],['Mumbai'],"Available 

15 Oxygen beds 
5 ventilator beds 
10 normal beds

Location: Mumbai

Verified by a Friend just now

DM with Patient Details, Aadhar Card and COVID Report for Hospital details 🙏🙏🙏"
findthecolors,2021-05-05 19:04:14,other,AVAILABLE,NA,[],['Mumbai'],"@raksy0109 People might be posting here about availability of bed, ventilator in Mumbai:

- https://t.co/fT1veWNxWS 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/bvYzIUnl8u"
findthecolors,2021-05-05 18:50:08,ICU Bed,AVAILABLE,NA,[],['Mumbai'],"@keomi_dsilva There are people who are making calls and checking for availability of icu, bed in Mumbai:

- https://t.co/h7dIwZNZeI 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/fzcUd6qSNe"
Fightforbadser1,2021-05-05 18:34:26,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","Thane Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 

HelpWarriors
#Thane

━━━━━━━━━━━━━
🏥 @Oxygen"
alooparathas,2021-05-05 18:31:39,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Thane']","OXYGEN CYLINDERS in Mumbai, Thane &amp; Pune, Verified on 5th May (THREAD)"
Princess1Khushi,2021-05-05 18:13:23,oxygen,AVAILABLE,NA,[],['Mumbai'],"Oxygen cylinders in #mumbai Available !!

+91 98920 12132

Self #Verified 05/5/2021 (10mins ago)

#mumbai #OxygenCylinder #COVID19India https://t.co/APqvg8SHao"
Anujalankar9,2021-05-05 18:00:02,oxygen,AVAILABLE,NA,['8080833354'],['Mumbai'],"#OxygenBeds  Available
PushpinOxygen beds available at VEENA MULTI SPECIALITY HOSPITAL, #Mumbai 

MB:- 8080833354
(we dont take guarantee for the availablity of the beds as demands are very high)
#Verified 
#Covid #COVIDEmergencyIndia #COVID19"
Anujalankar9,2021-05-05 17:59:56,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Delhi']","Verified Covid leads mainly for Mumbai and Delhi 
It contains verified leads of 
#oxygen #OxygenBeds #PlasmaDonors #VentilatorBeds
#ICUBeds #Ambulance #FoodServices #HomeNursing #Fabiflu #Remdesivir and #Tocilizumab 

https://t.co/tyO6Ag8ZSD"
acerin2020,2021-05-05 17:33:39,other,AVAILABLE,NA,[],['Mumbai'],"Bed availability in Dedicated Covid Health Centre (DCHC) and Dedicated Covid Hospitals (DCH) in Navi Mumbai - 
https://t.co/Z4ET48Nle1

The above verified information is updated by NMMC for patients in Navi Mumbai with moderate to severe symptoms.

Helpline Number : 022-27567460"
RetweetsMumbai,2021-05-05 17:17:13,oxygen,AVAILABLE,NA,['9022268305'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen Bed Available

Location - Vinayaka hospital, Nalasopara
Contact - 9022268305

Verified @ 3/05/21, 2:00PM

#Mumbai #BedsAvailable #OxygenBeds"
findthecolors,2021-05-05 16:59:11,oxygen,AVAILABLE,NA,[],['Mumbai'],"@Chittar92510148 People might be posting here about availability of oxygen in Mumbai:

- https://t.co/wCoB80SJbz 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/FW9vmeS8pX"
RetweetsMumbai,2021-05-05 16:53:42,oxygen,UNKNOWN,NA,"['7208021883', '7208021885', '7208021887']",['Mumbai'],"#Mumbai

OXYGEN CYLINDER

Contact our Helpline:
(Whatsapp Messege Only)
7208021883
7208021885
7208021887

VERIFIED ✔️

#COVID19India #CovidResources #CovidHelp #CovidIndiaInfo"
findthecolors,2021-05-05 16:47:02,ICU Bed,AVAILABLE,NA,[],['Mumbai'],"@Amareshksahu You can check here if people are posting about availability of icu in Mumbai:

- https://t.co/h7dIwZNZeI 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/MF4nLsE3xl"
Molshree3,2021-05-05 16:42:09,oxygen,UNKNOWN,NA,['9082597161'],['Mumbai'],"#Oxygen cylinders in #Mumbai 

Contact: Seva Sahyog Foundation - 9082597161

#Verified at 3:08 pm on May 5. 
#COVIDEmergencyIndia #CovidIndia #CoronaSecondWave #CoronaPandemic"
ach1nt,2021-05-05 16:38:49,oxygen,NEED,NA,['919930302730'],['Mumbai'],"Name - Shankar Ghosh
Age - 81
Diagnosis- Covid positive 
Need - Oxygen cylinder, flow meter and oxygen mask 
Location - Mumbai 
Contact - Mitul Soni
Mobile - +919930302730

Verified. Urgent need."
MaahiSolanki17,2021-05-05 16:25:41,plasma,UNKNOWN,NA,[],"['Mumbai', 'Delhi']","We have designed a service to help COVID patients find plasma and COVID recovered people donate plasma (Verified) in all cities incl Delhi NCR, Mumbai, Kolkata. https://t.co/4yCCviZEvg
#plasmadonordelhi #plasmamumbai #Covid19IndiaHelp #CovidHelp #COVIDEmergency2021"
RetweetsMumbai,2021-05-05 16:17:13,oxygen,AVAILABLE,NA,['7947463649'],['Mumbai'],"#Mumbai

#miraroad #Vasai #virar 

#Beds #Palghar #Bhayander 

#Verified 4/5/21 1:49 PM

☎️: 7947463649
Param Hans Hospital Bhayander 

#OxygenBeds 
#ICUBed #available 

(#Admit after #patients conditions"
thesupertax,2021-05-05 16:15:28,oxygen,AVAILABLE,NA,['917947463649'],['Mumbai'],"VERIFIED 4/5/21 1:49 PM

+917947463649 - Param hans hospital bhayander 

Oxygen beds available , ICU bed available but will evaluate patients condition and then would admit 

#Beds #Palghar #Bhayander #miraroad #Vasai #virar #Mumbai"
Joganindia,2021-05-05 16:10:16,oxygen,AVAILABLE,NA,['8169415636'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI / DADAR
Oxygen Cylinders Available

Name: Rohit
Phone: 8169415636
Location: Shree T.A.K.L. Jain Gyan Mandir 
trust, 6 gyan mandir road, opp. 
Sunshine heights, Dadar West, 
Mumbai-400028

Last verified @ 05/05/21, 16:30

#Mumbai #OxygenCylinders"
pradeep_ism,2021-05-05 15:51:27,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/OvyJ9JJ5nA
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
__Peeyush,2021-05-05 15:41:58,oxygen,AVAILABLE,NA,[],"['Bangalore', 'Mumbai']","@Bhanupr89490897 Oxygen Concentrator Available
Shipping from Mumbai
Verified at May 5 - 8:10PM #OxygenConcentrator #COVIDSOS #CovidHelp #CovidMumbai #CovidBangalore"
batman_didnt,2021-05-05 15:38:13,oxygen,UNKNOWN,NA,[],['Mumbai'],"Oxygen cylinders at Mumbai.
Verified on 7.55pm 4/05

#Mumbai
#Oxygen 
#OxygenCylinders 
#COVID19India 
#CovidIndia 
#CovidResources https://t.co/08b88jnUDS"
findthecolors,2021-05-05 15:35:25,plasma,AVAILABLE,NA,[],['Mumbai'],"@Anand1437_ Check if there are people who are making calls and checking for availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/NBR7SbEQMZ"
RetweetsMumbai,2021-05-05 15:28:24,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","#Thane #Mumbai 

#Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 

#HelpWarriors"
ShlokamS,2021-05-05 15:15:40,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@ankitamalik17 @srinivasiyc An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
ShlokamS,2021-05-05 15:15:23,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@priya23_22 @bhumipednekar An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
ShlokamS,2021-05-05 15:14:08,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@Joganindia @CovidPlasmaIn @covidplasmabank @PlasmaNCR An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow Pune Bihar. 
#Verified"
RetweetsMumbai,2021-05-05 15:12:51,oxygen,UNKNOWN,NA,['9082597161'],"['Mumbai', 'Thane']","@MorgannFreakman @bainjal @TMCaTweetAway @srinivasiyc @AUThackeray @zeeshan_iyc #Thane #Mumbai 

#Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 

#HelpWarriors"
ShlokamS,2021-05-05 15:06:07,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","@shreya67009368 @GautamGambhir An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow pune Bihar. 
#Verified"
ParmarChandrika,2021-05-05 15:02:31,oxygen,AVAILABLE,NA,['9892344222'],['Mumbai'],"Oxygen Beds Available in Mumbai 

Name: Jeeto Covid Care Centre.
Location: Janta Nagar BMC School, Tradev, Mumbai.
Availability: 30 Oxygen Beds
Contact: 9892344222

Verified by us on 5th May, 2021 at 4:45 PM.

#CovidHelp 
#OxygenBedsMumbai
#CovidAidTardev"
Pripink1303,2021-05-05 14:57:26,oxygen,AVAILABLE,NA,['8291890861'],['Mumbai'],"10 #OxygenBeds Available - Navi #Mumbai 
Palm Beach Multispeciality Hospital
Contact: 8291890861
✅ #Verified on 05.05.2021 at 3:30 PM

#Maharashtra #MaharashtraFightsCorona #Beds #BedsAvailable #CovidIndia #COVIDEmergency2021 #CoronaSecondWave"
ShlokamS,2021-05-05 14:51:45,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/KjX0k54b5s
Save +12345178991 and send COVID in WhatsApp.Delhi MUMBAI Lucknow pune Bihar. 
#Verified https://t.co/dElgsCTcJp"
Anujalankar9,2021-05-05 14:29:02,oxygen,UNKNOWN,NA,[],['Mumbai'],"#Mumbai #Oxygen #Verified 
Reach out soon https://t.co/Ejmf0VoQnN"
wallahivirat,2021-05-05 14:25:38,oxygen,UNKNOWN,NA,[],['Mumbai'],"Free Ambulance with Oxygen Services throughout Mumbai, have personally verified their service. Please share so that more people can benefit. Phone No: 1-800-1200-974.
Ambulances 
#MumbaiCovid https://t.co/yPsz3ZRlyl"
