username,tweet_date,text,hashtags,id
SlayingUrHearts,2021-05-08 07:04:20,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390925520070615045
21gramsssss,2021-05-08 07:04:20,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390925519592378374
iabhigya_pankha,2021-05-08 07:04:20,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390925517533040641
MahiDhfPspk,2021-05-08 07:04:12,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
BANGALORE &amp; MUMBAI
Oxygen concentrator (5L) Available

Name: Portea Hospital
Phone: 8068065385 (helpline number)
Location: Bangalore &amp; Mumbai

Last Verified @ 08/05/21,  11:00 AM

#Covid19IndiaHelp",[],1390925485631152131
lazymehta,2021-05-08 07:04:01,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390925438424272897
Lokesh08_,2021-05-08 07:03:38,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
BANGALORE &amp; MUMBAI
Oxygen concentrator (5L) Available

Name: Portea Hospital
Phone: 8068065385 (helpline number)
Location: Bangalore &amp; Mumbai

Last Verified @ 08/05/21,  11:00 AM

#Covid19IndiaHelp",[],1390925341481312257
CricMoShoBooks,2021-05-08 07:03:37,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390925338545246210
sreekanth324,2021-05-08 07:03:16,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
BANGALORE &amp; MUMBAI
Oxygen concentrator (5L) Available

Name: Portea Hospital
Phone: 8068065385 (helpline number)
Location: Bangalore &amp; Mumbai

Last Verified @ 08/05/21,  11:00 AM

#Covid19IndiaHelp","[{'text': 'Covid19IndiaHelp', 'indices': [199, 216]}]",1390925250670465025
DrChitrani,2021-05-08 07:02:38,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [21, 28]}, {'text': 'Oxygenbeds', 'indices': [29, 40]}, {'text': 'Icubeds', 'indices': [41, 49]}]",1390925089181339648
___bored_af,2021-05-08 07:02:34,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390925072458674179
VishalK891,2021-05-08 07:02:25,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390925037750734850
itiswarnali,2021-05-08 07:02:05,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390924951578767362
Pranati2306,2021-05-08 07:02:02,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390924940757528579
ruined_image,2021-05-08 07:01:33,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924819156242433
Irenic2302,2021-05-08 07:00:56,"Normal beds ,Oxygen beds and ICU Beds Available in #Mumbai 

Contact -8080833354
Veena Multi speciality hospital
Verified;11:20Am

#CovidResources #COVIDEmergency2021 #Covid19IndiaHelp #COVID19 https://t.co/nuPPYjHGtf","[{'text': 'Mumbai', 'indices': [71, 78]}]",1390924663480483841
merry_krismas18,2021-05-08 07:00:40,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390924598149926915
resource_botIN,2021-05-08 07:00:23,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924523843817476
Saurabh__kk,2021-05-08 07:00:09,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924465773498372
sharbatt12,2021-05-08 07:00:07,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924457519185927
MemesAdda12,2021-05-08 06:59:42,"PUNE

22 OXYGEN BED AVAILABLE

Contact: 7030000170

- Auto-Cluster PCMC

H-Block, Plot No. C-181

Chinchwad East, Old Mumbai - Pune Hwy, Pune,

Maharashtra 411019

Verified by: Team
@kissansatyagrah
8th May, 7:26 am.",[],1390924354112786433
vedanta07,2021-05-08 06:59:39,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924341081038853
thatperipatetic,2021-05-08 06:59:33,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390924313830645760
_ChosenOne_27,2021-05-08 06:59:11,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924221186940934
kafan_chorr183,2021-05-08 06:59:10,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924219299491841
Abe_velle,2021-05-08 06:59:06,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924202580996096
creationz999,2021-05-08 06:58:56,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390924158192656387
Na1naaa,2021-05-08 06:58:52,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924141797068800
OkayPiyush,2021-05-08 06:58:39,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390924087485108227
MannMast_Magan,2021-05-08 06:58:05,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390923945705050113
witty_a_little,2021-05-08 06:58:05,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390923944228651012
TheShobhitAzad,2021-05-08 06:57:46,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390923864616566791
nickhunterr,2021-05-08 06:57:42,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [17, 41]}, {'text': 'Oxygen', 'indices': [44, 51]}]",1390923849512873985
MahiHaldia,2021-05-08 06:57:28,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390923791962820613
Pagal_aurat,2021-05-08 06:57:26,"#Mumbai_BedsAvailability 

#Oxygen and ventilator Beds available for COVID &amp; Suspected COVID Patients.

Address - ANDHERI EAST (E), MAROL, VEENA MULTISPECIALITY HOSPITAL

#Verified","[{'text': 'Mumbai_BedsAvailability', 'indices': [0, 24]}, {'text': 'Oxygen', 'indices': [27, 34]}, {'text': 'Verified', 'indices': [175, 184]}]",1390923784174018563
__taniya_,2021-05-08 06:56:55,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390923651206180864
RetweetsMumbai,2021-05-08 06:56:45,"@MumbaiCOVIDbot
@MumbaiPolice
@CVDResourcesBot
@COVIDNewsByMIB
@sambhavnaseth
@AMITSVTUP
COVID verified  Mumbai Oxygen
Contact: Bhavesh Bhai 8850920046
Service Available: Oxygen
City: Mumbai
Oxygen Cylinders
Verified on:  27 April 10:02 pm
#MumbaiIndians
@Oxygen","[{'text': 'MumbaiIndians', 'indices': [240, 254]}]",1390923608827043843
hexuanfilter,2021-05-08 06:56:41,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390923595333791744
angel_ank1,2021-05-08 06:56:11,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390923468326117378
AlpineFine,2021-05-08 06:55:59,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390923415725297665
Mayurikhajuria,2021-05-08 06:54:03,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922932059213825
_xxtulipxx_,2021-05-08 06:53:40,"OXYGEN BED AVAILABLE . (Navi Mumbai, Airoli ) 

New Life Line Hospital, Akanksha CHS, Sector - 3, Airoli Navi Mumbai. 

Contact :- 9820695163

Verified by vrushalika at 11:43 am on 08/05/21

#CovidResources  #OxygenBed  #NaviMumbai  #Covid19IndiaHelp #airoli",[],1390922832725516291
Rahul_Raj44,2021-05-08 06:53:00,"OXYGEN BED AVAILABLE . (Navi Mumbai, Airoli ) 

New Life Line Hospital, Akanksha CHS, Sector - 3, Airoli Navi Mumbai. 

Contact :- 9820695163

Verified by vrushalika at 11:43 am on 08/05/21

#CovidResources  #OxygenBed  #NaviMumbai  #Covid19IndiaHelp #airoli",[],1390922667058896902
RetweetsMumbai,2021-05-08 06:52:37,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922571340820480
Megha21_02,2021-05-08 06:52:05,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922435080318978
SamikshaPatil_9,2021-05-08 06:51:59,"OXYGEN BED AVAILABLE . (Navi Mumbai, Airoli ) 

New Life Line Hospital, Akanksha CHS, Sector - 3, Airoli Navi Mumbai. 

Contact :- 9820695163

Verified by vrushalika at 11:43 am on 08/05/21

#CovidResources  #OxygenBed  #NaviMumbai  #Covid19IndiaHelp #airoli","[{'text': 'CovidResources', 'indices': [191, 206]}, {'text': 'OxygenBed', 'indices': [208, 218]}, {'text': 'NaviMumbai', 'indices': [220, 231]}, {'text': 'Covid19IndiaHelp', 'indices': [233, 250]}, {'text': 'airoli', 'indices': [251, 258]}]",1390922409352433664
ParameshNayak17,2021-05-08 06:51:39,"PUNE

22 OXYGEN BED AVAILABLE

Contact: 7030000170

- Auto-Cluster PCMC

H-Block, Plot No. C-181

Chinchwad East, Old Mumbai - Pune Hwy, Pune,

Maharashtra 411019

Verified by: Team
@kissansatyagrah
8th May, 7:26 am.",[],1390922326900809736
sia07177,2021-05-08 06:51:37,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922318793232388
Shivaniireddyk,2021-05-08 06:51:17,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922234013773829
PAshvik,2021-05-08 06:51:09,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922200941694979
suchii_xx,2021-05-08 06:51:03,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922176761450498
Swa_imaginative,2021-05-08 06:50:39,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922074152071169
vidhi187326659,2021-05-08 06:50:38,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390922071979401220
teri_galliyaan2,2021-05-08 06:50:21,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390921999657029634
fiercy_jhalli,2021-05-08 06:50:13,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390921964756226050
KhudKiDewani,2021-05-08 06:48:54,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [54, 61]}, {'text': 'Verified', 'indices': [95, 104]}, {'text': 'CovidResources', 'indices': [106, 121]}]",1390921636056993792
Badasslayqueen,2021-05-08 06:48:41,"Oxygen concentrators available in #Mumbai

Contact- 9820515539 (whatsapp)

#Verified 
#CovidResources","[{'text': 'Mumbai', 'indices': [34, 41]}, {'text': 'Verified', 'indices': [75, 84]}, {'text': 'CovidResources', 'indices': [86, 101]}]",1390921580746661888
RetweetsMumbai,2021-05-08 06:47:37,#COVID19 #ICUBeds #Oxygen #BedsAvailability #COVIDEmergency2021 #COVIDSecondWave #Ambulance we have started Covid relief task force for South #Mumbai those in need may avail the service to connect with verified resource providers https://t.co/qMsoDLBNmu,"[{'text': 'COVID19', 'indices': [13, 21]}, {'text': 'ICUBeds', 'indices': [22, 30]}, {'text': 'Oxygen', 'indices': [31, 38]}, {'text': 'BedsAvailability', 'indices': [39, 56]}, {'text': 'COVIDEmergency2021', 'indices': [57, 76]}, {'text': 'COVIDSecondWave', 'indices': [77, 93]}, {'text': 'Ambulance', 'indices': [94, 104]}]",1390921311006990336
rajivra85424467,2021-05-08 06:47:14,#COVID19 #ICUBeds #Oxygen #BedsAvailability #COVIDEmergency2021 #COVIDSecondWave #Ambulance we have started Covid relief task force for South #Mumbai those in need may avail the service to connect with verified resource providers https://t.co/qMsoDLBNmu,"[{'text': 'COVID19', 'indices': [13, 21]}, {'text': 'ICUBeds', 'indices': [22, 30]}, {'text': 'Oxygen', 'indices': [31, 38]}, {'text': 'BedsAvailability', 'indices': [39, 56]}, {'text': 'COVIDEmergency2021', 'indices': [57, 76]}, {'text': 'COVIDSecondWave', 'indices': [77, 93]}, {'text': 'Ambulance', 'indices': [94, 104]}]",1390921215619919875
snehal__18,2021-05-08 06:45:43,"#COVID #verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok.
Verified
@COVID19_INDIA #CovidHelp #COVIDEmergency2021 #MahaCovid","[{'text': 'COVID', 'indices': [17, 23]}, {'text': 'verified', 'indices': [24, 33]}, {'text': 'Mumbai', 'indices': [35, 42]}, {'text': 'Beds', 'indices': [43, 48]}]",1390920835452399619
AmanBanka00,2021-05-08 06:45:21,We have verified plasma donor volunteer in Mumbai ❤️. Please DM. Let's help people specially those who don't have social media access. @atti_cus @AmanBanka00 @Samriddhi0809 @suruchisuri https://t.co/uV8LqLTmDU,[],1390920742871519233
RetweetsMumbai,2021-05-08 06:40:17,"#Oxygen #cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon 
#Verified at 2:45 PM, 6th May
#OxygenCylinders 
#Mumbai","[{'text': 'Oxygen', 'indices': [19, 26]}, {'text': 'cylinders', 'indices': [27, 37]}]",1390919465676808193
addictedhimansh,2021-05-08 06:38:16,"Some one Verified Plz. MUMBAI THANE(W) Oxygen &amp; ICU Beds with BPap Available Contact - 9769842024 Location - Rohini Hospital, Asiatica Arcade, Pokharan Rd Number 1, Vartak Nagar, Thane, 400606 Last Verified 07/05/21 9:58 AM #Thane 😷 #BJYMCares #ICUBed
#Mumbai",[],1390918960162373635
UnwantedSoul_71,2021-05-08 06:36:54,"Normal beds ,Oxygen beds and ICU Beds Available in #Mumbai 

Contact -8080833354
Veena Multi speciality hospital
Verified;11:20Am

#CovidResources #COVIDEmergency2021 #Covid19IndiaHelp #COVID19 https://t.co/nuPPYjHGtf","[{'text': 'Mumbai', 'indices': [71, 78]}]",1390918614593675265
Pushpen67895872,2021-05-08 06:33:25,"#Oxygen #cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon 
#Verified at 2:45 PM, 6th May
#OxygenCylinders 
#Mumbai","[{'text': 'Oxygen', 'indices': [19, 26]}, {'text': 'cylinders', 'indices': [27, 37]}]",1390917740014104578
gauravvkchawla,2021-05-08 06:28:56,We have verified plasma donor volunteer in Mumbai ❤️. Please DM. Let's help people specially those who don't have social media access. @atti_cus @AmanBanka00 @Samriddhi0809 @suruchisuri https://t.co/uV8LqLTmDU,[],1390916612123893762
khot_pooja,2021-05-08 06:22:59,"Normal beds ,Oxygen beds and ICU Beds Available in #Mumbai 

Contact -8080833354
Veena Multi speciality hospital
Verified;11:20Am

#CovidResources #COVIDEmergency2021 #Covid19IndiaHelp #COVID19 https://t.co/nuPPYjHGtf","[{'text': 'Mumbai', 'indices': [71, 78]}]",1390915112236511233
RetweetsMumbai,2021-05-08 06:20:20,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [21, 28]}, {'text': 'Oxygenbeds', 'indices': [29, 40]}, {'text': 'Icubeds', 'indices': [41, 49]}]",1390914444620881920
Anujalankar9,2021-05-08 06:19:44,"Oxygen lead information
    Oxygen - 
    Last Verified: 13 hours ago
    Phone Number - 8828941313
    State - Delhi
    City - Delhi
    
    Other details - Also available in Mumbai
    
    To find more such covid related information leads,",[],1390914293579718662
entertainerGoti,2021-05-08 06:19:43,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [21, 28]}, {'text': 'Oxygenbeds', 'indices': [29, 40]}, {'text': 'Icubeds', 'indices': [41, 49]}]",1390914292149485571
Bad_Boy_EC,2021-05-08 06:19:26,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [21, 28]}, {'text': 'Oxygenbeds', 'indices': [29, 40]}, {'text': 'Icubeds', 'indices': [41, 49]}]",1390914218275205120
sakshamceo,2021-05-08 06:18:51,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [21, 28]}, {'text': 'Oxygenbeds', 'indices': [29, 40]}, {'text': 'Icubeds', 'indices': [41, 49]}]",1390914071583551492
entertainerGoti,2021-05-08 06:18:09,"#Mumbai #Oxygenbeds #Icubeds 
 
Available here Oxygen and icu beds! 

Veena multi specialist hospital Mumbai 

Contact number - 8080833354

#Verified by @GaneshBhoi19

Rt♻️ Amplify ! Share 

#CovidHelp #Covid19IndiaHelp 
#CovidResources #CovidIndiaInfo","[{'text': 'Mumbai', 'indices': [0, 7]}, {'text': 'Oxygenbeds', 'indices': [8, 19]}, {'text': 'Icubeds', 'indices': [20, 28]}, {'text': 'Verified', 'indices': [140, 149]}, {'text': 'CovidHelp', 'indices': [191, 201]}, {'text': 'Covid19IndiaHelp', 'indices': [202, 219]}, {'text': 'CovidResources', 'indices': [221, 236]}, {'text': 'CovidIndiaInfo', 'indices': [237, 252]}]",1390913895800311810
its_bunny_fan,2021-05-08 06:17:39,"PUNE

22 OXYGEN BED AVAILABLE

Contact: 7030000170

- Auto-Cluster PCMC

H-Block, Plot No. C-181

Chinchwad East, Old Mumbai - Pune Hwy, Pune,

Maharashtra 411019

Verified by: Team
@kissansatyagrah
8th May, 7:26 am.",[],1390913771434962944
AmraDilsha,2021-05-08 06:17:24,"Normal beds ,Oxygen beds and ICU Beds Available in #Mumbai 

Contact -8080833354
Veena Multi speciality hospital
Verified;11:20Am

#CovidResources #COVIDEmergency2021 #Covid19IndiaHelp #COVID19 https://t.co/nuPPYjHGtf","[{'text': 'Mumbai', 'indices': [71, 78]}]",1390913706234585088
RetweetsMumbai,2021-05-08 06:11:44,"Oxygen lead information
    Oxygen - 
    Last Verified: 13 hours ago
    Phone Number - 8828941313
    State - Delhi
    City - Delhi
    
    Other details - Also available in Mumbai
    
    To find more such covid related information leads,",[],1390912280255139842
